,Player,Pos,Age,Club,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
13,Gregor Kobel,GK,24.0,1.de Dortmund,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Switzerland,
14,Fabian Rieder,FW,20.0,1.ch Young Boys,2.0,1,68.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.25,0.25,0.0,0.25,Matches,Switzerland,
15,Haris Seferović,FW,30.0,1.tr Galatasaray,3.0,0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.24,0.03,0.27,0.24,0.27,Matches,Switzerland,
16,Denis Zakaria,MF,25.0,1.eng Chelsea,2.0,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Switzerland,
17,Eray Cömert,DF,24.0,1.es Valencia,2.0,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Switzerland,
18,Noah Okafor,"FW,MF",22.0,1.at RB Salzburg,3.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.09,0.14,0.05,0.14,Matches,Switzerland,
19,Renato Steffen,FW,30.0,1.ch Lugano,1.0,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Switzerland,
20,Fabian Frei,MF,33.0,1.ch Basel,2.0,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Switzerland,
21,Michel Aebischer,"MF,FW",25.0,1.it Bologna,1.0,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Switzerland,
22,Christian Fassnacht,FW,28.0,1.ch Young Boys,1.0,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.58,0.0,2.58,2.58,2.58,Matches,Switzerland,
23,Ardon Jasari,FW,19.0,1.ch Luzern,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Switzerland,
24,Philipp Köhn,GK,24.0,1.at RB Salzburg,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Switzerland,
25,Jonas Omlin,GK,28.0,1.fr Montpellier,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Switzerland,
26,Squad Total,,27.6,,4.0,44,360.0,4.0,5.0,4.0,5.0,0.0,0.0,9.0,0.0,1.25,1.0,2.25,1.25,2.25,5.6,5.6,3.6,9.2,1.41,0.89,2.3,1.41,2.3,,Switzerland,
27,Opponent Total,,26.8,,4.0,44,360.0,4.0,9.0,8.0,9.0,0.0,0.0,9.0,0.0,2.25,2.0,4.25,2.25,4.25,5.3,5.3,4.4,9.8,1.33,1.11,2.44,1.33,2.44,,Switzerland,
0,Rodri,DF,25.0,1.eng Manchester City,4.0,4,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.01,0.04,0.05,0.01,0.05,Matches,Spain,
1,Unai Simón,GK,25.0,1.es Athletic Club,4.0,4,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Spain,
2,Dani Olmo,FW,24.0,1.de RB Leipzig,4.0,4,367.0,4.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.49,0.25,0.49,1.4,1.4,0.5,1.9,0.34,0.11,0.46,0.34,0.46,Matches,Spain,
3,Sergio Busquets,MF,33.0,1.es Barcelona,4.0,4,363.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.04,0.02,0.06,0.04,0.06,Matches,Spain,
4,Pedri,MF,19.0,1.es Barcelona,4.0,4,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.22,0.22,0.0,0.22,Matches,Spain,
5,Gavi,MF,17.0,1.es Barcelona,4.0,4,284.0,3.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,0.1,0.1,0.1,0.2,0.04,0.03,0.07,0.04,0.07,Matches,Spain,
6,Aymeric Laporte,DF,28.0,1.eng Manchester City,3.0,3,300.0,3.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches,Spain,
7,Jordi Alba,DF,33.0,1.es Barcelona,4.0,3,264.0,2.9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.68,0.0,0.68,0.0,0.0,0.9,0.9,0.01,0.31,0.32,0.01,0.32,Matches,Spain,
8,Marco Asensio,FW,26.0,1.es Real Madrid,4.0,3,229.0,2.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.39,1.2,1.2,0.1,1.3,0.48,0.02,0.5,0.48,0.5,Matches,Spain,
9,Ferrán Torres,FW,22.0,1.es Barcelona,4.0,3,217.0,2.4,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.83,0.0,0.83,0.41,0.41,1.0,0.2,0.2,0.4,0.42,0.07,0.5,0.1,0.17,Matches,Spain,
10,César Azpilicueta,DF,32.0,1.eng Chelsea,2.0,2,135.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.67,0.0,0.0,0.7,0.7,0.0,0.45,0.45,0.0,0.45,Matches,Spain,
11,Álvaro Morata,FW,29.0,1.es Atlético Madrid,4.0,1,185.0,2.1,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.46,0.49,1.95,1.46,1.95,1.4,1.4,0.2,1.6,0.79,0.14,0.93,0.79,0.93,Matches,Spain,
12,Nico Williams,FW,19.0,1.es Athletic Club,4.0,1,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.07,0.0,0.07,0.07,0.07,Matches,Spain,
13,Dani Carvajal,DF,30.0,1.es Real Madrid,2.0,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Spain,
14,Alejandro Balde,DF,18.0,1.es Barcelona,4.0,1,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Spain,
15,Marcos Llorente,DF,27.0,1.es Atlético Madrid,1.0,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Spain,
16,Pau Torres,DF,25.0,1.es Villarreal,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Spain,
17,Carlos Soler,MF,25.0,1.fr Paris S-G,2.0,0,92.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.98,0.0,0.98,0.98,0.98,0.5,0.5,0.2,0.7,0.78,0.26,1.04,0.78,1.04,Matches,Spain,
18,Koke,MF,30.0,1.es Atlético Madrid,2.0,0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Spain,
19,Ansu Fati,FW,19.0,1.es Barcelona,2.0,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Spain,
20,Pablo Sarabia,FW,30.0,1.fr Paris S-G,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,,,,,,Matches,Spain,
21,Eric García,DF,21.0,1.es Barcelona,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Spain,
22,Hugo Guillamón,"DF,MF",22.0,1.es Valencia,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Spain,
23,Yeremi Pino,"FW,MF",19.0,1.es Villarreal,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Spain,
24,David Raya,"FW,GK",26.0,1.eng Brentford,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Spain,
25,Robert Sánchez,GK,24.0,1.eng Brighton,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Spain,
26,Squad Total,,25.5,,4.0,44,390.0,4.3,9.0,5.0,8.0,1.0,1.0,2.0,0.0,2.08,1.15,3.23,1.85,3.0,6.2,5.4,4.0,9.4,1.42,0.92,2.34,1.24,2.16,,Spain,
27,Opponent Total,,27.5,,4.0,44,390.0,4.3,3.0,3.0,3.0,0.0,0.0,9.0,0.0,0.69,0.69,1.38,0.69,1.38,3.4,3.4,3.2,6.6,0.79,0.74,1.53,0.79,1.53,,Spain,
0,Tyler Adams,MF,23.0,1.eng Leeds United,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.01,0.11,0.12,0.01,0.12,Matches,United,
1,Tim Ream,DF,34.0,1.eng Fulham,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.07,0.0,0.07,0.07,0.07,Matches,United,
2,Matt Turner,GK,27.0,1.eng Arsenal,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,United,
3,Antonee Robinson,DF,24.0,1.eng Fulham,4.0,4,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.07,0.07,0.0,0.07,Matches,United,
4,Yunus Musah,MF,19.0,1.es Valencia,4.0,4,343.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.08,0.02,0.11,0.08,0.11,Matches,United,
5,Timothy Weah,FW,22.0,1.fr Lille,4.0,4,316.0,3.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,0.6,0.6,0.4,1.1,0.18,0.12,0.31,0.18,0.31,Matches,United,
6,Christian Pulisic,"FW,MF",23.0,1.eng Chelsea,4.0,4,315.0,3.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.29,0.57,0.86,0.29,0.86,1.1,1.1,0.9,2.0,0.3,0.26,0.56,0.3,0.56,Matches,United,
7,Sergiño Dest,DF,21.0,1.it Milan,4.0,4,305.0,3.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.3,0.0,0.3,0.2,0.2,0.5,0.7,0.07,0.15,0.22,0.07,0.22,Matches,United,
8,Weston McKennie,MF,23.0,1.it Juventus,4.0,4,271.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.13,0.13,0.27,0.13,0.27,Matches,United,
9,Walker Zimmerman,DF,29.0,1.us Nashville,4.0,3,279.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,Matches,United,
10,Josh Sargent,FW,22.0,2.eng Norwich City,3.0,2,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.4,0.21,0.04,0.25,0.21,0.25,Matches,United,
11,Haji Wright,FW,24.0,1.tr Antalyaspor,4.0,1,137.0,1.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.66,0.0,0.66,0.66,0.66,0.5,0.5,0.0,0.6,0.35,0.02,0.37,0.35,0.37,Matches,United,
12,Cameron Carter-Vickers,DF,24.0,1.sct Celtic,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,United,
13,Jesús Ferreira,FW,21.0,1.us FC Dallas,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,United,
14,Brenden Aaronson,MF,21.0,1.eng Leeds United,4.0,0,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.06,0.18,0.24,0.06,0.24,Matches,United,
15,Gio Reyna,FW,19.0,1.de Dortmund,2.0,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.1,0.28,0.38,0.1,0.38,Matches,United,
16,Kellyn Acosta,MF,26.0,1.us Los Angeles FC,2.0,0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,United,
17,DeAndre Yedlin,DF,28.0,1.us Inter Miami,2.0,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,United,
18,Shaquell Moore,DF,25.0,1.us Nashville,2.0,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,United,
19,Jordan Morris,"FW,DF",27.0,1.us Seattle,2.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,United,
20,Ethan Horvath,GK,27.0,2.eng Luton Town,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,United,
21,Sean Johnson,GK,33.0,1.us NYCFC,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,United,
22,Luca de la Torre,MF,24.0,1.es Celta Vigo,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,United,
23,Aaron Long,DF,29.0,1.us NY Red Bulls,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,United,
24,Cristian Roldan,"FW,MF",27.0,1.us Seattle,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,United,
25,Joe Scally,DF,19.0,1.de M'Gladbach,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,United,
26,Squad Total,,24.5,,4.0,44,360.0,4.0,3.0,3.0,3.0,0.0,0.0,5.0,0.0,0.75,0.75,1.5,0.75,1.5,4.1,4.1,3.5,7.6,1.01,0.87,1.89,1.01,1.89,,United,
27,Opponent Total,,27.0,,4.0,44,360.0,4.0,4.0,3.0,3.0,1.0,1.0,7.0,0.0,1.0,0.75,1.75,0.75,1.5,4.4,3.6,3.1,6.7,1.09,0.78,1.87,0.89,1.67,,United,
0,Matty Cash,DF,24.0,1.eng Aston Villa,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.01,0.04,0.05,0.01,0.05,Matches,Poland,
1,Kamil Glik,DF,34.0,2.it Benevento,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.0,0.06,0.06,0.06,Matches,Poland,
2,Robert Lewandowski,FW,33.0,1.es Barcelona,4.0,4,360.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.5,0.25,0.75,0.25,0.5,2.9,1.4,0.4,1.8,0.73,0.1,0.83,0.34,0.44,Matches,Poland,
3,Wojciech Szczęsny,GK,32.0,1.it Juventus,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Poland,
4,Jakub Kiwior,DF,22.0,1.it Spezia,4.0,4,355.0,3.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Poland,
5,Bartosz Bereszyński,DF,29.0,1.it Sampdoria,4.0,4,341.0,3.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Poland,
6,Grzegorz Krychowiak,MF,32.0,1.sa Al-Shabab,4.0,4,332.0,3.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.01,0.05,0.05,0.01,0.05,Matches,Poland,
7,Piotr Zieliński,"MF,FW",28.0,1.it Napoli,4.0,4,328.0,3.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,0.6,0.6,0.4,1.0,0.16,0.11,0.26,0.16,0.26,Matches,Poland,
8,Przemysław Frankowski,MF,27.0,1.fr Lens,4.0,3,240.0,2.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.01,0.09,0.11,0.01,0.11,Matches,Poland,
9,Jakub Kamiński,MF,20.0,1.de Wolfsburg,4.0,2,233.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.2,0.5,0.14,0.09,0.23,0.1,0.19,Matches,Poland,
10,Krystian Bielik,MF,24.0,3.eng Derby County,4.0,2,216.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.07,0.0,0.07,0.07,0.07,Matches,Poland,
11,Sebastian Szymański,MF,23.0,1.nl Feyenoord,2.0,2,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Poland,
12,Arkadiusz Milik,"FW,MF",28.0,1.it Juventus,3.0,1,101.0,1.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.22,0.09,0.31,0.22,0.31,Matches,Poland,
13,Nicola Zalewski,MF,20.0,1.it Roma,2.0,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Poland,
14,Karol Świderski,FW,25.0,1.us Charlotte,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Poland,
15,Michał Skóraś,MF,22.0,1.pl Lech Poznań,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Poland,
16,Damian Szymański,MF,26.0,1.gr AEK Athens,1.0,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Poland,
17,Krzysztof Piątek,FW,26.0,1.it Salernitana,2.0,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Poland,
18,Artur Jędrzejczyk,DF,34.0,1.pl Legia Warsaw,1.0,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Poland,
19,Jan Bednarek,DF,26.0,1.eng Aston Villa,1.0,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Poland,
20,Kamil Grosicki,MF,34.0,1.pl Pogoń Szczecin,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.69,1.69,0.0,1.69,Matches,Poland,
21,Kamil Grabara,GK,23.0,1.dk FC Copenhagen,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Poland,
22,Robert Gumny,DF,24.0,1.de Augsburg,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Poland,
23,Łukasz Skorupski,GK,31.0,1.it Bologna,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Poland,
24,Mateusz Wieteska,DF,25.0,1.fr Clermont Foot,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Poland,
25,Szymon Żurkowski,MF,24.0,1.it Fiorentina,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Poland,
26,Squad Total,,27.8,,4.0,44,360.0,4.0,3.0,1.0,2.0,1.0,2.0,7.0,0.0,0.75,0.25,1.0,0.5,0.75,4.5,2.9,1.8,4.7,1.14,0.44,1.58,0.74,1.18,,Poland,
27,Opponent Total,,27.5,,4.0,44,360.0,4.0,5.0,5.0,5.0,0.0,2.0,6.0,0.0,1.25,1.25,2.5,1.25,2.5,7.3,5.8,4.2,10.0,1.82,1.04,2.86,1.46,2.5,,Poland,
0,Son Heung-min,"FW,MF",29.0,1.eng Tottenham,4.0,4,360.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.4,0.4,1.0,1.4,0.11,0.24,0.35,0.11,0.35,Matches,Korea,
1,Kim Moonhwan,DF,26.0,1.kr Jeonbuk,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.15,0.15,0.0,0.15,Matches,Korea,
2,Kim Seung-gyu,GK,31.0,1.sa Al-Shabab,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Korea,
3,Kim Young-gwon,DF,32.0,1.kr Ulsan Hyundai,4.0,4,350.0,3.9,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.26,0.0,0.26,0.26,0.26,0.8,0.8,0.2,0.9,0.19,0.05,0.24,0.19,0.24,Matches,Korea,
4,Hwang In-beom,MF,25.0,1.gr Olympiacos,4.0,4,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.06,0.02,0.08,0.06,0.08,Matches,Korea,
5,Kim Jin-su,DF,30.0,1.kr Jeonbuk,4.0,4,315.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.29,0.3,0.3,0.6,0.9,0.09,0.17,0.27,0.09,0.27,Matches,Korea,
6,Jung Woo-young,MF,32.0,1.qa Al Sadd SC,4.0,4,303.0,3.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.01,0.04,0.05,0.01,0.05,Matches,Korea,
7,Cho Guesung,FW,24.0,1.kr Jeonbuk,4.0,3,275.0,3.1,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.65,0.0,0.65,0.65,0.65,1.1,1.1,0.0,1.1,0.35,0.01,0.36,0.35,0.36,Matches,Korea,
8,Kim Min-jae,DF,25.0,1.it Napoli,3.0,3,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,Matches,Korea,
9,Lee Jae-sung,"MF,FW",29.0,1.de Mainz 05,3.0,3,211.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches,Korea,
10,Lee Kangin,"MF,FW",21.0,1.es Mallorca,4.0,1,147.0,1.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.61,0.61,0.0,0.61,0.2,0.2,0.3,0.4,0.09,0.17,0.27,0.09,0.27,Matches,Korea,
11,Na Sang-ho,FW,25.0,1.kr FC Seoul,2.0,1,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.03,0.09,0.12,0.03,0.12,Matches,Korea,
12,Hwang Hee-chan,"MF,FW",26.0,1.eng Wolves,2.0,1,115.0,1.3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.78,0.0,0.78,0.78,0.78,0.9,0.9,0.0,1.0,0.72,0.03,0.75,0.72,0.75,Matches,Korea,
