,Player,Pos,Age,Club,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
13,Giorgian De Arrascaeta,MF,28.0,1.br Flamengo,,1,108.0,1.2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.67,0.0,1.67,1.67,1.67,1.2,1.2,0.5,1.7,1.01,0.45,1.45,1.01,1.45,Matches,Uruguay,2.0
14,Martín Cáceres,DF,35.0,1.us LA Galaxy,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Uruguay,1.0
15,Nicolás De La Cruz,MF,25.0,1.ar River Plate,,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Uruguay,2.0
16,Maxi Gómez,FW,25.0,1.tr Trabzonspor,,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.26,0.0,0.26,0.26,0.26,Matches,Uruguay,2.0
17,Matías Viña,DF,24.0,1.it Roma,,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Uruguay,2.0
18,Agustín Canobbio,MF,23.0,1.br Atl Paranaense,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Uruguay,1.0
19,José Luis Rodríguez Bebanz,DF,25.0,1.uy Nacional,,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Uruguay,0.0
20,Fernando Muslera,GK,35.0,1.tr Galatasaray,,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Uruguay,0.0
21,Sebastián Sosa,GK,35.0,1.ar Independiente,,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Uruguay,0.0
22,Lucas Torreira,MF,26.0,1.tr Galatasaray,,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Uruguay,0.0
23,Facundo Torres,"FW,MF",22.0,1.us Orlando City,,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Uruguay,0.0
24,Manuel Ugarte Ribeiro,MF,21.0,1.pt Sporting CP,,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Uruguay,0.0
25,Squad Total,,27.6,,,33,270.0,3.0,2.0,1.0,2.0,0.0,0.0,8.0,0.0,0.67,0.33,1.0,0.67,1.0,3.7,3.7,2.8,6.4,1.23,0.92,2.15,1.23,2.15,,Uruguay,3.0
26,Opponent Total,,27.1,,,33,270.0,3.0,2.0,1.0,1.0,1.0,2.0,7.0,0.0,0.67,0.33,1.0,0.33,0.67,3.5,2.0,1.8,3.8,1.18,0.6,1.78,0.66,1.27,,Uruguay,3.0
0,Aimen Dahmen,GK,25.0,1.tn CS Sfaxien,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tunisia,
1,Yassine Meriah,DF,28.0,1.tn Espérance de Tunis,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.01,0.04,0.02,0.04,Matches,Tunisia,
2,Ellyes Skhiri,MF,27.0,1.de Köln,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.02,0.05,0.07,0.02,0.07,Matches,Tunisia,
3,Montassar Talbi,DF,24.0,1.fr Lorient,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tunisia,
4,Aïssa Laïdouni,MF,25.0,1.hu Ferencváros,3.0,3,243.0,2.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.37,0.37,0.0,0.37,0.1,0.1,0.4,0.6,0.05,0.16,0.21,0.05,0.21,Matches,Tunisia,
5,Ali Abdi,DF,28.0,2.fr Caen,3.0,2,188.0,2.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Tunisia,
6,Issam Jebali,FW,30.0,1.dk Odense,3.0,2,182.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,0.26,0.08,0.34,0.26,0.34,Matches,Tunisia,
7,Youssef Msakni,"MF,FW",31.0,1.qa Al-Arabi SC,2.0,2,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,1.2,0.29,0.34,0.62,0.29,0.62,Matches,Tunisia,
8,Dylan Bronn,DF,26.0,1.it Salernitana,2.0,2,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.0,0.04,0.04,0.04,Matches,Tunisia,
9,Anis Ben Slimane,MF,21.0,1.dk Brøndby,2.0,2,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.07,0.06,0.12,0.07,0.12,Matches,Tunisia,
10,Mohamed Dräger,DF,25.0,1.ch Luzern,2.0,2,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.14,0.01,0.15,0.14,0.15,Matches,Tunisia,
11,Naïm Sliti,"MF,FW",29.0,1.sa Al-Ettifaq,2.0,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.11,0.1,0.21,0.11,0.21,Matches,Tunisia,
12,Wajdi Kechrida,DF,26.0,1.gr Atromitos,3.0,1,111.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.08,0.08,0.0,0.08,Matches,Tunisia,
13,Nader Ghandri,DF,27.0,1.tn Club Africain,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tunisia,
14,Ali Maâloul,DF,32.0,1.eg Al Ahly SC,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tunisia,
15,Wahbi Khazri,"FW,MF",31.0,1.fr Montpellier,2.0,1,83.0,0.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.08,0.0,1.08,1.08,1.08,0.4,0.4,0.0,0.4,0.47,0.0,0.47,0.47,0.47,Matches,Tunisia,
16,Mohamed Ali Ben Romdhane,MF,22.0,1.tn Espérance de Tunis,1.0,1,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tunisia,
17,Ferjani Sassi,"MF,DF",30.0,1.qa Al Duhail SC,2.0,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Tunisia,
18,Taha Yassine Khenissi,FW,30.0,1.kw Kuwait SC,2.0,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.06,0.45,0.51,0.06,0.51,Matches,Tunisia,
19,Ghaylène Chaalali,MF,28.0,1.tn Espérance de Tunis,1.0,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tunisia,
20,Hannibal Mejbri,MF,19.0,2.eng Birmingham City,1.0,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tunisia,
21,Bechir Ben Saïd,GK,29.0,1.tn US Monastir,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tunisia,
22,Mouez Hassen,GK,27.0,1.tn Club Africain,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tunisia,
23,Bilel Ifa,DF,32.0,1.kw Kuwait SC,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tunisia,
24,Seifeddine Jaziri,FW,29.0,1.eg Zamalek SC,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tunisia,
25,Aymen Mathlouthi,GK,37.0,1.tn Étoile du Sahel,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tunisia,
26,Squad Total,,26.9,,3.0,33,270.0,3.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.33,0.33,0.67,0.33,0.67,2.3,2.3,1.9,4.2,0.77,0.64,1.41,0.77,1.41,,Tunisia,
27,Opponent Total,,26.7,,3.0,33,270.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.33,0.33,0.67,0.33,0.67,2.8,2.8,1.6,4.4,0.94,0.53,1.47,0.94,1.47,,Tunisia,
0,Luis Chávez,MF,26.0,1.mx Pachuca,,3,270.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,0.3,0.3,0.5,0.7,0.1,0.15,0.25,0.1,0.25,Matches,Mexico,3.0
1,Jesús Gallardo,DF,27.0,1.mx Monterrey,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05,Matches,Mexico,3.0
2,César Montes,DF,25.0,1.mx Monterrey,,3,270.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,0.2,0.2,0.5,0.7,0.06,0.17,0.23,0.06,0.23,Matches,Mexico,3.0
3,Héctor Moreno,DF,34.0,1.mx Monterrey,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.01,0.07,0.06,0.07,Matches,Mexico,3.0
4,Guillermo Ochoa,GK,36.0,1.mx América,,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mexico,3.0
5,Hirving Lozano,FW,26.0,1.it Napoli,,3,252.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.2,0.07,0.36,0.42,0.07,0.42,Matches,Mexico,3.0
6,Alexis Vega,FW,24.0,1.mx Guadalajara,,3,193.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,0.39,0.06,0.44,0.39,0.44,Matches,Mexico,3.0
7,Edson Álvarez,MF,24.0,1.nl Ajax,,2,175.0,1.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.01,0.11,0.12,0.01,0.12,Matches,Mexico,2.0
8,Jorge Eduardo Sánchez,DF,24.0,1.nl Ajax,,2,175.0,1.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Mexico,2.0
9,Héctor Herrera,MF,32.0,1.us Houston Dynamo,,2,160.0,1.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.06,0.06,0.0,0.06,Matches,Mexico,2.0
10,Henry Martín,FW,29.0,1.mx América,,2,146.0,1.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.62,0.0,0.62,0.62,0.62,0.9,0.9,0.2,1.1,0.57,0.13,0.7,0.57,0.7,Matches,Mexico,2.0
11,Néstor Araujo,DF,30.0,1.mx América,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mexico,1.0
12,Orbelín Pineda,MF,26.0,1.gr AEK Athens,,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.38,0.07,0.45,0.38,0.45,Matches,Mexico,1.0
13,Kevin Álvarez,DF,23.0,1.mx Pachuca,,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mexico,2.0
14,Andrés Guardado,MF,35.0,1.es Betis,,1,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mexico,1.0
15,Uriel Antuna,"FW,MF",24.0,1.mx Cruz Azul,,0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.18,0.02,0.2,0.18,0.2,Matches,Mexico,3.0
16,Raúl Jiménez,FW,31.0,1.eng Wolves,,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mexico,3.0
17,Erick Gutiérrez,MF,26.0,1.nl PSV Eindhoven,,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mexico,1.0
18,Charly Rodríguez,MF,25.0,1.mx Cruz Azul,,0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mexico,2.0
19,Roberto Alvarado,FW,23.0,1.mx Guadalajara,,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mexico,1.0
20,Rogelio Funes Mori,FW,31.0,1.mx Monterrey,,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.23,0.0,1.23,1.23,1.23,Matches,Mexico,1.0
21,Gerardo Arteaga,DF,23.0,1.be Genk,,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mexico,0.0
22,Rodolfo Cota,GK,34.0,1.mx León,,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mexico,0.0
23,Luis Romo,"DF,MF",27.0,1.mx Monterrey,,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mexico,0.0
24,Alfredo Talavera,GK,39.0,1.mx FC Juárez,,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mexico,0.0
25,Johan Vásquez,DF,23.0,1.it Cremonese,,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Mexico,0.0
26,Squad Total,,28.2,,,33,270.0,3.0,2.0,1.0,2.0,0.0,0.0,7.0,0.0,0.67,0.33,1.0,0.67,1.0,3.3,3.3,2.7,6.0,1.09,0.9,1.99,1.09,1.99,,Mexico,3.0
27,Opponent Total,,27.3,,,33,270.0,3.0,3.0,3.0,3.0,0.0,1.0,8.0,0.0,1.0,1.0,2.0,1.0,2.0,2.4,1.6,1.3,2.9,0.79,0.45,1.24,0.52,0.97,,Mexico,3.0
0,Toby Alderweireld,DF,33.0,1.be Antwerp,3.0,3,270.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,0.0,0.0,0.3,0.3,0.0,0.11,0.11,0.0,0.11,Matches,Belgium,
1,Timothy Castagne,DF,26.0,1.eng Leicester City,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Belgium,
2,Thibaut Courtois,GK,30.0,1.es Real Madrid,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Belgium,
3,Kevin De Bruyne,"FW,MF",30.0,1.eng Manchester City,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.9,1.1,0.08,0.3,0.38,0.08,0.38,Matches,Belgium,
4,Jan Vertonghen,DF,35.0,1.be Anderlecht,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.0,0.06,0.06,0.06,Matches,Belgium,
5,Axel Witsel,MF,33.0,1.es Atlético Madrid,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.02,0.01,0.02,Matches,Belgium,
6,Thomas Meunier,DF,30.0,1.de Dortmund,3.0,2,211.0,2.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,0.09,0.21,0.3,0.09,0.3,Matches,Belgium,
7,Leander Dendoncker,"DF,MF",27.0,1.eng Aston Villa,2.0,2,161.0,1.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.4,0.05,0.2,0.25,0.05,0.25,Matches,Belgium,
8,Michy Batshuayi,FW,28.0,1.tr Fenerbahçe,2.0,2,151.0,1.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.6,0.6,0.8,0.8,0.1,0.8,0.45,0.03,0.48,0.45,0.48,Matches,Belgium,
9,Eden Hazard,MF,31.0,1.es Real Madrid,3.0,2,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05,Matches,Belgium,
10,Yannick Carrasco,"FW,DF",28.0,1.es Atlético Madrid,2.0,2,116.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.22,0.0,0.22,0.22,0.22,Matches,Belgium,
11,Thorgan Hazard,FW,29.0,1.de Dortmund,2.0,1,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,1.07,1.07,0.0,1.07,Matches,Belgium,
12,Amadou Onana,MF,20.0,1.eng Everton,2.0,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.4,0.0,0.4,0.4,0.4,Matches,Belgium,
13,Leandro Trossard,"FW,MF",27.0,1.eng Brighton,3.0,1,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.08,0.08,0.0,0.08,Matches,Belgium,
14,Youri Tielemans,MF,25.0,1.eng Leicester City,3.0,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.07,0.07,0.0,0.07,Matches,Belgium,
15,Dries Mertens,"MF,FW",35.0,1.tr Galatasaray,2.0,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,0.94,0.17,1.11,0.94,1.11,Matches,Belgium,
16,Romelu Lukaku,FW,29.0,1.it Inter,2.0,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.0,1.8,2.84,0.06,2.9,2.84,2.9,Matches,Belgium,
17,Jeremy Doku,"MF,FW",20.0,1.fr Rennes,1.0,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Belgium,
18,Charles De Ketelaere,FW,21.0,1.it Milan,1.0,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Belgium,
19,Loïs Openda,FW,22.0,1.fr Lens,1.0,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Belgium,
20,Koen Casteels,GK,29.0,1.de Wolfsburg,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Belgium,
21,Zeno Debast,DF,18.0,1.be Anderlecht,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Belgium,
22,Wout Faes,DF,24.0,1.eng Leicester City,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Belgium,
23,Simon Mignolet,GK,34.0,1.be Club Brugge,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Belgium,
24,Arthur Theate,DF,22.0,1.fr Rennes,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Belgium,
25,Hans Vanaken,MF,29.0,1.be Club Brugge,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,Belgium,
26,Squad Total,,29.7,,3.0,33,270.0,3.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.33,0.33,0.67,0.33,0.67,4.7,4.7,3.8,8.5,1.57,1.27,2.85,1.57,2.85,,Belgium,
27,Opponent Total,,27.5,,3.0,33,270.0,3.0,2.0,2.0,2.0,0.0,1.0,3.0,0.0,0.67,0.67,1.33,0.67,1.33,4.6,3.9,3.9,7.8,1.52,1.31,2.82,1.29,2.6,,Belgium,
0,Lawrence Ati-Zigi,GK,25.0,1.ch St. Gallen,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ghana,
1,Thomas Partey,MF,29.0,1.eng Arsenal,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.07,0.02,0.09,0.07,0.09,Matches,Ghana,
2,Mohammed Salisu,DF,23.0,1.eng Southampton,3.0,3,270.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,0.8,0.8,0.2,1.0,0.26,0.08,0.34,0.26,0.34,Matches,Ghana,
3,Iñaki Williams,FW,27.0,1.es Athletic Club,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.1,0.07,0.17,0.1,0.17,Matches,Ghana,
4,Daniel Amartey,DF,27.0,1.eng Leicester City,3.0,3,251.0,2.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.08,0.03,0.1,0.08,0.1,Matches,Ghana,
5,Salis Abdul Samed,MF,22.0,1.fr Lens,3.0,3,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches,Ghana,
6,Kudus Mohammed,"FW,MF",21.0,1.nl Ajax,3.0,3,247.0,2.7,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.73,0.0,0.73,0.73,0.73,0.8,0.8,0.0,0.8,0.3,0.0,0.3,0.3,0.3,Matches,Ghana,
7,André Ayew,"MF,FW",32.0,1.qa Al Sadd SC,3.0,3,198.0,2.2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.45,0.0,0.45,0.45,0.45,1.1,0.4,0.0,0.4,0.52,0.0,0.52,0.16,0.16,Matches,Ghana,
8,Baba Rahman,DF,27.0,2.eng Reading,3.0,2,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.15,0.15,0.0,0.15,Matches,Ghana,
9,Alidu Seidu,DF,22.0,1.fr Clermont Foot,2.0,2,155.0,1.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Ghana,
10,Jordan Ayew,FW,30.0,1.eng Crystal Palace,3.0,2,136.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,0.66,0.1,0.1,0.5,0.5,0.03,0.32,0.36,0.03,0.36,Matches,Ghana,
11,Tariq Lamptey,DF,21.0,1.eng Brighton,2.0,1,102.0,1.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.06,0.0,0.06,0.06,0.06,Matches,Ghana,
12,Alexander Djiku,"DF,FW",27.0,1.fr Strasbourg,2.0,1,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ghana,
13,Gideon Mensah,DF,23.0,1.fr Auxerre,1.0,1,87.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,1.03,0.0,1.03,0.0,0.0,0.3,0.3,0.0,0.28,0.28,0.0,0.28,Matches,Ghana,
