,Player,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Matches,
21,Marko Grujić,MF,26.0,0.1,14.0,17.0,82.4,230.0,62.0,4.0,5.0,80.0,8.0,9.0,88.9,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Matches,Serbia
22,Squad Total,,26.5,3.0,1181.0,1514.0,78.0,20846.0,7345.0,501.0,573.0,87.4,531.0,628.0,84.6,110.0,225.0,48.9,4,2.9,2.8,1.1,25.0,86.0,21.0,8.0,73.0,,Serbia
23,Opponent Total,,27.8,3.0,1148.0,1469.0,78.1,20363.0,7321.0,503.0,576.0,87.3,502.0,590.0,85.1,113.0,221.0,51.1,7,3.9,3.8,3.1,32.0,102.0,17.0,2.0,90.0,,Serbia
0,Chris Mepham,DF,24.0,3.0,141.0,172.0,82.0,2686.0,890.0,44.0,47.0,93.6,85.0,98.0,86.7,10.0,22.0,45.5,0,0.2,0.2,-0.2,2.0,7.0,2.0,0.0,9.0,Matches,Wales
1,Joe Rodon,DF,24.0,3.0,152.0,169.0,89.9,3064.0,1019.0,40.0,42.0,95.2,93.0,101.0,92.1,19.0,26.0,73.1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches,Wales
2,Aaron Ramsey,MF,31.0,3.0,88.0,112.0,78.6,1796.0,339.0,37.0,41.0,90.2,27.0,35.0,77.1,18.0,23.0,78.3,0,0.0,0.1,0.0,1.0,7.0,1.0,0.0,5.0,Matches,Wales
3,Ethan Ampadu,"MF,DF",21.0,2.8,108.0,144.0,75.0,2056.0,679.0,42.0,53.0,79.2,51.0,59.0,86.4,14.0,22.0,63.6,0,0.1,0.1,-0.1,2.0,16.0,1.0,0.0,14.0,Matches,Wales
4,Ben Davies,DF,29.0,2.6,122.0,161.0,75.8,2585.0,1096.0,42.0,50.0,84.0,56.0,67.0,83.6,22.0,34.0,64.7,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0,Matches,Wales
5,Gareth Bale,FW,32.0,2.5,33.0,53.0,62.3,545.0,137.0,12.0,17.0,70.6,13.0,18.0,72.2,3.0,9.0,33.3,0,0.2,0.2,-0.2,2.0,2.0,1.0,1.0,4.0,Matches,Wales
6,Neco Williams,DF,21.0,2.3,69.0,101.0,68.3,1178.0,388.0,35.0,39.0,89.7,26.0,36.0,72.2,7.0,17.0,41.2,0,0.1,0.0,-0.1,1.0,5.0,0.0,0.0,4.0,Matches,Wales
7,Kieffer Moore,FW,29.0,2.5,36.0,56.0,64.3,564.0,87.0,17.0,27.0,63.0,15.0,20.0,75.0,2.0,2.0,100.0,0,0.2,0.1,-0.2,4.0,3.0,1.0,0.0,3.0,Matches,Wales
8,Connor Roberts,DF,26.0,2.2,92.0,118.0,78.0,1928.0,686.0,25.0,31.0,80.6,52.0,62.0,83.9,15.0,21.0,71.4,0,0.4,0.2,-0.4,1.0,3.0,2.0,1.0,7.0,Matches,Wales
9,Wayne Hennessey,GK,35.0,1.9,50.0,66.0,75.8,1375.0,948.0,8.0,8.0,100.0,22.0,22.0,100.0,18.0,34.0,52.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wales
10,Harry Wilson,"MF,FW",25.0,1.8,48.0,64.0,75.0,911.0,225.0,23.0,27.0,85.2,17.0,21.0,81.0,8.0,13.0,61.5,0,0.5,0.3,-0.5,3.0,3.0,2.0,1.0,2.0,Matches,Wales
11,Daniel James,"FW,MF",24.0,1.7,24.0,36.0,66.7,351.0,70.0,16.0,23.0,69.6,5.0,8.0,62.5,2.0,3.0,66.7,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,Matches,Wales
12,Joe Allen,MF,32.0,1.0,30.0,36.0,83.3,465.0,78.0,16.0,18.0,88.9,13.0,16.0,81.3,1.0,1.0,100.0,0,0.1,0.0,-0.1,1.0,2.0,0.0,0.0,1.0,Matches,Wales
13,Danny Ward,GK,28.0,1.0,24.0,39.0,61.5,923.0,797.0,8.0,8.0,100.0,2.0,2.0,100.0,14.0,29.0,48.3,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches,Wales
14,Brennan Johnson,"FW,MF",21.0,1.0,10.0,17.0,58.8,143.0,60.0,7.0,11.0,63.6,3.0,6.0,50.0,0.0,0.0,,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,Matches,Wales
15,Joe Morrell,MF,25.0,0.4,12.0,14.0,85.7,214.0,32.0,6.0,7.0,85.7,5.0,6.0,83.3,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches,Wales
16,Rubin Colwill,MF,20.0,0.1,2.0,4.0,50.0,26.0,12.0,2.0,2.0,100.0,0.0,0.0,,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wales
17,Sorba Thomas,MF,22.0,0.0,3.0,4.0,75.0,64.0,24.0,0.0,0.0,,1.0,1.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Matches,Wales
18,Squad Total,,26.8,3.0,1044.0,1366.0,76.4,20874.0,7567.0,380.0,451.0,84.3,486.0,578.0,84.1,155.0,261.0,59.4,0,1.8,1.3,-1.8,18.0,62.0,12.0,5.0,65.0,,Wales
19,Opponent Total,,26.6,3.0,1291.0,1600.0,80.7,22820.0,7756.0,581.0,652.0,89.1,572.0,654.0,87.5,114.0,214.0,53.3,4,3.2,3.0,0.8,31.0,81.0,28.0,4.0,94.0,,Wales
0,Milan Borjan,GK,34.0,3.0,76.0,98.0,77.6,1825.0,1254.0,19.0,19.0,100.0,39.0,40.0,97.5,18.0,38.0,47.4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Canada
1,Alphonso Davies,"MF,DF",21.0,3.0,82.0,114.0,71.9,1212.0,231.0,46.0,53.0,86.8,32.0,39.0,82.1,2.0,9.0,22.2,0,0.5,0.2,-0.5,6.0,2.0,1.0,0.0,2.0,Matches,Canada
2,Alistair Johnston,DF,23.0,3.0,147.0,186.0,79.0,2408.0,998.0,77.0,86.0,89.5,55.0,67.0,82.1,12.0,25.0,48.0,0,0.2,0.1,-0.2,3.0,9.0,3.0,1.0,10.0,Matches,Canada
3,Kamal Miller,DF,25.0,3.0,186.0,205.0,90.7,3184.0,1385.0,83.0,86.0,96.5,84.0,89.0,94.4,15.0,23.0,65.2,0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,10.0,Matches,Canada
4,Steven Vitória,DF,35.0,3.0,160.0,186.0,86.0,2837.0,1119.0,77.0,83.0,92.8,66.0,70.0,94.3,16.0,30.0,53.3,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,Matches,Canada
5,Tajon Buchanan,"MF,DF",23.0,2.9,61.0,89.0,68.5,806.0,261.0,40.0,47.0,85.1,18.0,27.0,66.7,1.0,8.0,12.5,1,0.5,0.5,0.5,4.0,5.0,4.0,2.0,7.0,Matches,Canada
6,Jonathan David,"FW,MF",22.0,2.1,41.0,60.0,68.3,599.0,139.0,27.0,33.0,81.8,9.0,12.0,75.0,4.0,8.0,50.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,Matches,Canada
7,Junior Hoilett,"FW,MF",32.0,1.8,43.0,59.0,72.9,743.0,324.0,23.0,26.0,88.5,10.0,14.0,71.4,7.0,13.0,53.8,0,0.4,0.4,-0.4,4.0,3.0,6.0,3.0,6.0,Matches,Canada
8,Richie Laryea,"DF,MF",27.0,1.8,35.0,47.0,74.5,586.0,125.0,18.0,22.0,81.8,11.0,16.0,68.8,3.0,3.0,100.0,0,0.5,0.3,-0.5,4.0,1.0,1.0,1.0,0.0,Matches,Canada
9,Atiba Hutchinson,MF,39.0,1.8,100.0,112.0,89.3,1399.0,519.0,57.0,63.0,90.5,34.0,35.0,97.1,3.0,4.0,75.0,0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,13.0,Matches,Canada
10,Cyle Larin,FW,27.0,1.5,21.0,29.0,72.4,299.0,109.0,11.0,14.0,78.6,8.0,8.0,100.0,1.0,1.0,100.0,0,0.5,0.3,-0.5,2.0,4.0,3.0,2.0,4.0,Matches,Canada
11,Stephen Eustáquio,MF,25.0,1.4,83.0,93.0,89.2,1443.0,497.0,40.0,41.0,97.6,29.0,29.0,100.0,12.0,17.0,70.6,0,0.2,0.3,-0.2,2.0,8.0,3.0,0.0,10.0,Matches,Canada
12,Jonathan Osorio,"MF,FW",30.0,1.3,52.0,57.0,91.2,836.0,163.0,24.0,27.0,88.9,21.0,22.0,95.5,4.0,4.0,100.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,Matches,Canada
13,Sam Adekugbe,DF,27.0,1.1,63.0,71.0,88.7,1003.0,311.0,31.0,33.0,93.9,27.0,28.0,96.4,4.0,7.0,57.1,0,0.1,0.1,-0.1,1.0,4.0,2.0,2.0,4.0,Matches,Canada
14,Mark-Anthony Kaye,MF,27.0,0.7,51.0,61.0,83.6,834.0,112.0,23.0,30.0,76.7,23.0,24.0,95.8,3.0,5.0,60.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches,Canada
15,Ismaël Koné,"MF,DF",20.0,1.2,96.0,101.0,95.0,1893.0,327.0,34.0,35.0,97.1,48.0,49.0,98.0,12.0,13.0,92.3,0,0.1,0.0,-0.1,1.0,12.0,0.0,0.0,4.0,Matches,Canada
16,Lucas Cavallini,FW,29.0,0.2,2.0,2.0,100.0,36.0,15.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.1,0.0,0.0,0.0,1.0,1.0,0.0,Matches,Canada
17,David Wotherspoon,MF,32.0,0.2,4.0,7.0,57.1,70.0,3.0,2.0,2.0,100.0,2.0,4.0,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Canada
18,Liam Millar,DF,22.0,0.1,4.0,9.0,44.4,51.0,23.0,2.0,3.0,66.7,2.0,4.0,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,Canada
19,Squad Total,,27.3,3.0,1307.0,1586.0,82.4,22064.0,7915.0,635.0,704.0,90.2,519.0,578.0,89.8,117.0,210.0,55.7,1,2.8,2.6,-1.8,27.0,103.0,24.0,12.0,84.0,,Canada
20,Opponent Total,,28.1,3.0,1164.0,1451.0,80.2,21000.0,7376.0,497.0,561.0,88.6,504.0,584.0,86.3,129.0,227.0,56.8,6,3.7,2.7,2.3,23.0,56.0,18.0,5.0,67.0,,Canada
0,Akram Afif,FW,25.0,3.0,139.0,165.0,84.2,2502.0,645.0,45.0,50.0,90.0,60.0,66.0,90.9,21.0,28.0,75.0,0,0.3,0.3,-0.3,5.0,10.0,4.0,1.0,7.0,Matches,Qatar
1,Abdelkarim Hassan,DF,28.0,3.0,122.0,161.0,75.8,2462.0,813.0,57.0,63.0,90.5,44.0,51.0,86.3,20.0,37.0,54.1,0,0.0,0.1,0.0,1.0,13.0,1.0,0.0,8.0,Matches,Qatar
2,Boualem Khoukhi,DF,31.0,3.0,169.0,197.0,85.8,3293.0,1402.0,59.0,66.0,89.4,82.0,91.0,90.1,25.0,35.0,71.4,0,0.0,0.2,0.0,0.0,2.0,0.0,0.0,4.0,Matches,Qatar
3,Homam Ahmed,DF,22.0,2.9,77.0,105.0,73.3,1196.0,182.0,45.0,52.0,86.5,24.0,31.0,77.4,5.0,10.0,50.0,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,Matches,Qatar
4,Ró-Ró,DF,31.0,2.9,78.0,108.0,72.2,1324.0,355.0,47.0,51.0,92.2,25.0,31.0,80.6,5.0,19.0,26.3,0,0.0,0.1,0.0,0.0,4.0,2.0,0.0,4.0,Matches,Qatar
5,Almoez Ali,FW,25.0,2.5,33.0,45.0,73.3,493.0,32.0,17.0,21.0,81.0,10.0,15.0,66.7,3.0,3.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Qatar
6,Hassan Al-Haydos,MF,31.0,2.3,65.0,80.0,81.3,1088.0,282.0,33.0,39.0,84.6,24.0,25.0,96.0,7.0,12.0,58.3,0,0.6,0.5,-0.6,2.0,5.0,2.0,2.0,6.0,Matches,Qatar
7,Abdulaziz Hatem,MF,31.0,2.2,72.0,91.0,79.1,973.0,231.0,46.0,53.0,86.8,17.0,22.0,77.3,4.0,6.0,66.7,0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,Matches,Qatar
8,Karim Boudiaf,MF,31.0,2.1,94.0,106.0,88.7,1555.0,406.0,43.0,49.0,87.8,37.0,42.0,88.1,10.0,11.0,90.9,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,Matches,Qatar
9,Meshaal Barsham,GK,24.0,2.0,45.0,63.0,71.4,968.0,715.0,15.0,15.0,100.0,15.0,16.0,93.8,11.0,27.0,40.7,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Qatar
10,Ismail Mohamad,FW,32.0,1.9,,,,,,,,,,,,,,,1,,,,,,,,,Matches,Qatar
11,Assim Madibo,MF,25.0,1.7,58.0,70.0,82.9,850.0,334.0,32.0,36.0,88.9,18.0,22.0,81.8,4.0,5.0,80.0,0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,5.0,Matches,Qatar
12,Bassam Al-Rawi,DF,24.0,1.0,47.0,57.0,82.5,1084.0,320.0,11.0,11.0,100.0,28.0,32.0,87.5,8.0,13.0,61.5,0,0.0,0.2,0.0,1.0,6.0,0.0,0.0,6.0,Matches,Qatar
13,Saad Al Sheeb,GK,32.0,1.0,18.0,20.0,90.0,409.0,287.0,5.0,5.0,100.0,8.0,8.0,100.0,4.0,6.0,66.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Qatar
14,Mohammed Muntari,"FW,MF",28.0,0.7,17.0,19.0,89.5,209.0,25.0,6.0,7.0,85.7,7.0,8.0,87.5,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,Qatar
15,Mohammed Waad,"MF,DF",22.0,0.3,9.0,12.0,75.0,185.0,28.0,6.0,8.0,75.0,1.0,1.0,100.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Qatar
16,Ali Assadalla,MF,29.0,0.3,21.0,23.0,91.3,242.0,39.0,14.0,14.0,100.0,5.0,7.0,71.4,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Qatar
17,Tarek Salman,DF,24.0,0.1,7.0,10.0,70.0,122.0,34.0,3.0,3.0,100.0,4.0,4.0,100.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Qatar
18,Ahmed Alaaeldin,FW,29.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Qatar
19,Musab Kheder,DF,28.0,0.1,3.0,3.0,100.0,89.0,30.0,0.0,0.0,,2.0,2.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Qatar
20,Squad Total,,28.2,3.0,1129.0,1407.0,80.2,19847.0,6322.0,519.0,580.0,89.5,426.0,494.0,86.2,135.0,228.0,59.2,1,1.2,1.6,-0.2,16.0,61.0,13.0,6.0,49.0,,Qatar
21,Opponent Total,,26.5,3.0,1628.0,1884.0,86.4,26877.0,8567.0,825.0,891.0,92.6,618.0,678.0,91.2,145.0,227.0,63.9,4,1.6,2.2,2.4,23.0,133.0,23.0,4.0,82.0,,Qatar
