,Player,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Matches,
21,Opponent Total,,27.0,4.0,1547.0,1973.0,78.4,29513.0,10383.0,600.0,696.0,86.2,708.0,819.0,86.4,203.0,346.0,58.7,3,3.1,3.5,-0.1,25.0,87.0,28.0,5.0,100.0,,United
0,Matty Cash,DF,24.0,4.0,123.0,160.0,76.9,1995.0,696.0,65.0,71.0,91.5,51.0,64.0,79.7,6.0,17.0,35.3,0,0.2,0.5,-0.2,2.0,12.0,2.0,2.0,8.0,Matches,Poland
1,Kamil Glik,DF,34.0,4.0,118.0,130.0,90.8,2363.0,657.0,29.0,29.0,100.0,76.0,81.0,93.8,12.0,19.0,63.2,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Matches,Poland
2,Robert Lewandowski,FW,33.0,4.0,61.0,91.0,67.0,859.0,177.0,36.0,47.0,76.6,20.0,27.0,74.1,3.0,6.0,50.0,1,0.4,0.4,0.6,5.0,9.0,1.0,0.0,6.0,Matches,Poland
3,Wojciech Szczęsny,GK,32.0,4.0,84.0,142.0,59.2,3118.0,2632.0,10.0,10.0,100.0,31.0,31.0,100.0,43.0,101.0,42.6,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,Matches,Poland
4,Jakub Kiwior,DF,22.0,3.9,174.0,205.0,84.9,3687.0,1249.0,54.0,56.0,96.4,92.0,98.0,93.9,26.0,48.0,54.2,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,Matches,Poland
5,Bartosz Bereszyński,DF,29.0,3.8,122.0,156.0,78.2,1828.0,659.0,64.0,73.0,87.7,44.0,53.0,83.0,8.0,17.0,47.1,0,0.0,0.1,0.0,0.0,2.0,3.0,0.0,5.0,Matches,Poland
6,Grzegorz Krychowiak,MF,32.0,3.7,93.0,127.0,73.2,1385.0,575.0,58.0,65.0,89.2,22.0,31.0,71.0,8.0,20.0,40.0,0,0.2,0.1,-0.2,3.0,8.0,1.0,0.0,7.0,Matches,Poland
7,Piotr Zieliński,"MF,FW",28.0,3.6,124.0,153.0,81.0,2125.0,676.0,54.0,59.0,91.5,52.0,60.0,86.7,11.0,24.0,45.8,0,0.4,0.4,-0.4,7.0,14.0,1.0,1.0,8.0,Matches,Poland
8,Przemysław Frankowski,MF,27.0,2.7,49.0,74.0,66.2,729.0,228.0,26.0,33.0,78.8,18.0,22.0,81.8,2.0,8.0,25.0,0,0.2,0.1,-0.2,1.0,5.0,2.0,1.0,3.0,Matches,Poland
9,Jakub Kamiński,MF,20.0,2.6,37.0,61.0,60.7,487.0,167.0,24.0,32.0,75.0,11.0,21.0,52.4,0.0,0.0,,0,0.2,0.4,-0.2,2.0,1.0,2.0,2.0,1.0,Matches,Poland
10,Krystian Bielik,MF,24.0,2.4,86.0,99.0,86.9,1621.0,440.0,35.0,38.0,92.1,37.0,38.0,97.4,12.0,17.0,70.6,0,0.0,0.1,0.0,0.0,5.0,1.0,0.0,5.0,Matches,Poland
11,Sebastian Szymański,MF,23.0,1.5,26.0,41.0,63.4,442.0,138.0,14.0,20.0,70.0,9.0,12.0,75.0,2.0,3.0,66.7,0,0.0,0.1,0.0,0.0,3.0,0.0,0.0,2.0,Matches,Poland
12,Arkadiusz Milik,"FW,MF",28.0,1.1,19.0,29.0,65.5,245.0,19.0,8.0,10.0,80.0,9.0,10.0,90.0,0.0,3.0,0.0,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,0.0,Matches,Poland
13,Nicola Zalewski,MF,20.0,0.7,15.0,17.0,88.2,280.0,54.0,3.0,4.0,75.0,10.0,11.0,90.9,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Matches,Poland
14,Karol Świderski,FW,25.0,0.5,7.0,7.0,100.0,113.0,6.0,3.0,3.0,100.0,3.0,3.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Poland
15,Michał Skóraś,MF,22.0,0.5,8.0,9.0,88.9,127.0,4.0,1.0,2.0,50.0,6.0,6.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Poland
16,Damian Szymański,MF,26.0,0.3,8.0,8.0,100.0,165.0,29.0,4.0,4.0,100.0,2.0,2.0,100.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Poland
17,Krzysztof Piątek,FW,26.0,0.3,2.0,6.0,33.3,35.0,0.0,1.0,2.0,50.0,1.0,3.0,33.3,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Poland
18,Artur Jędrzejczyk,DF,34.0,0.2,3.0,4.0,75.0,88.0,44.0,1.0,1.0,100.0,1.0,2.0,50.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Poland
19,Jan Bednarek,DF,26.0,0.1,6.0,6.0,100.0,102.0,53.0,2.0,2.0,100.0,4.0,4.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Poland
20,Kamil Grosicki,MF,34.0,0.0,4.0,6.0,66.7,61.0,30.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,1.0,100.0,0,0.1,0.1,-0.1,1.0,0.0,1.0,1.0,0.0,Matches,Poland
21,Squad Total,,27.8,4.0,1169.0,1531.0,76.4,21855.0,8533.0,495.0,564.0,87.8,499.0,580.0,86.0,139.0,289.0,48.1,1,1.8,2.3,-0.8,22.0,80.0,15.0,8.0,50.0,,Poland
22,Opponent Total,,27.5,4.0,2247.0,2641.0,85.1,36561.0,10797.0,1183.0,1277.0,92.6,844.0,967.0,87.3,169.0,277.0,61.0,5,4.2,4.7,0.8,46.0,201.0,47.0,11.0,145.0,,Poland
0,Son Heung-min,"FW,MF",29.0,4.0,77.0,115.0,67.0,1199.0,263.0,41.0,46.0,89.1,26.0,37.0,70.3,7.0,21.0,33.3,1,1.0,0.7,0.0,7.0,1.0,3.0,1.0,3.0,Matches,Korea
1,Kim Moonhwan,DF,26.0,4.0,201.0,242.0,83.1,3226.0,1077.0,109.0,117.0,93.2,73.0,93.0,78.5,14.0,19.0,73.7,0,0.6,0.3,-0.6,3.0,14.0,5.0,3.0,8.0,Matches,Korea
2,Kim Seung-gyu,GK,31.0,4.0,93.0,128.0,72.7,2291.0,1407.0,23.0,23.0,100.0,45.0,45.0,100.0,25.0,59.0,42.4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Korea
3,Kim Young-gwon,DF,32.0,3.9,178.0,209.0,85.2,3954.0,1720.0,61.0,65.0,93.8,82.0,87.0,94.3,35.0,56.0,62.5,0,0.2,0.1,-0.2,3.0,17.0,4.0,1.0,18.0,Matches,Korea
4,Hwang In-beom,MF,25.0,3.7,194.0,247.0,78.5,3456.0,1020.0,89.0,106.0,84.0,76.0,89.0,85.4,22.0,41.0,53.7,0,0.1,0.2,-0.1,3.0,33.0,5.0,1.0,21.0,Matches,Korea
5,Kim Jin-su,DF,30.0,3.5,105.0,146.0,71.9,1901.0,672.0,47.0,51.0,92.2,44.0,62.0,71.0,11.0,25.0,44.0,1,0.6,0.6,0.4,5.0,5.0,4.0,3.0,7.0,Matches,Korea
6,Jung Woo-young,MF,32.0,3.4,178.0,211.0,84.4,3599.0,1019.0,67.0,75.0,89.3,78.0,88.0,88.6,31.0,42.0,73.8,0,0.1,0.1,-0.1,2.0,25.0,2.0,0.0,14.0,Matches,Korea
7,Cho Guesung,FW,24.0,3.1,40.0,63.0,63.5,603.0,156.0,22.0,33.0,66.7,14.0,21.0,66.7,2.0,4.0,50.0,0,0.0,0.1,0.0,1.0,5.0,2.0,0.0,3.0,Matches,Korea
8,Kim Min-jae,DF,25.0,3.0,167.0,191.0,87.4,3337.0,1234.0,60.0,65.0,92.3,85.0,90.0,94.4,20.0,29.0,69.0,0,0.0,0.1,0.0,0.0,19.0,1.0,0.0,10.0,Matches,Korea
9,Lee Jae-sung,"MF,FW",29.0,2.3,84.0,97.0,86.6,1285.0,170.0,41.0,49.0,83.7,35.0,37.0,94.6,6.0,7.0,85.7,0,0.0,0.1,0.0,2.0,4.0,0.0,0.0,0.0,Matches,Korea
10,Lee Kangin,"MF,FW",21.0,1.6,62.0,77.0,80.5,1225.0,297.0,22.0,24.0,91.7,28.0,30.0,93.3,10.0,20.0,50.0,1,0.3,0.3,0.7,4.0,6.0,6.0,1.0,11.0,Matches,Korea
11,Na Sang-ho,FW,25.0,1.3,24.0,37.0,64.9,375.0,68.0,13.0,16.0,81.3,8.0,10.0,80.0,2.0,4.0,50.0,0,0.1,0.1,-0.1,3.0,2.0,2.0,1.0,2.0,Matches,Korea
12,Hwang Hee-chan,"MF,FW",26.0,1.3,45.0,59.0,76.3,595.0,127.0,33.0,35.0,94.3,11.0,16.0,68.8,1.0,2.0,50.0,0,0.0,0.1,0.0,1.0,0.0,1.0,0.0,1.0,Matches,Korea
13,Hwang Ui-jo,"FW,MF",29.0,1.2,9.0,11.0,81.8,120.0,19.0,4.0,6.0,66.7,4.0,4.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Korea
14,Kwon Kyung-won,DF,30.0,1.0,39.0,43.0,90.7,707.0,216.0,18.0,18.0,100.0,16.0,19.0,84.2,5.0,5.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Matches,Korea
15,Kwon Chang-hoon,"FW,MF",27.0,0.6,19.0,25.0,76.0,311.0,56.0,10.0,12.0,83.3,7.0,7.0,100.0,2.0,4.0,50.0,0,0.2,0.2,-0.2,1.0,2.0,1.0,1.0,1.0,Matches,Korea
16,Jeong Woo-yeong,MF,22.0,0.5,12.0,15.0,80.0,181.0,31.0,6.0,7.0,85.7,4.0,4.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Matches,Korea
17,Son Jun-ho,"MF,DF",30.0,0.8,55.0,59.0,93.2,1190.0,408.0,21.0,22.0,95.5,23.0,24.0,95.8,11.0,13.0,84.6,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,Matches,Korea
18,Hong Chul,DF,31.0,0.5,17.0,20.0,85.0,324.0,102.0,8.0,8.0,100.0,5.0,5.0,100.0,3.0,6.0,50.0,0,0.1,0.0,-0.1,1.0,2.0,0.0,0.0,3.0,Matches,Korea
19,Paik Seung-ho,MF,25.0,0.3,20.0,27.0,74.1,260.0,57.0,10.0,14.0,71.4,7.0,9.0,77.8,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,Matches,Korea
20,Cho Yumin,FW,25.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Korea
21,Squad Total,,28.2,4.0,1619.0,2022.0,80.1,30139.0,10119.0,705.0,792.0,89.0,671.0,777.0,86.4,209.0,360.0,58.1,3,3.3,3.0,-0.3,36.0,150.0,38.0,12.0,112.0,,Korea
22,Opponent Total,,27.0,4.0,1837.0,2198.0,83.6,33255.0,10316.0,809.0,896.0,90.3,773.0,882.0,87.6,213.0,332.0,64.2,6,4.9,3.9,1.1,35.0,141.0,27.0,6.0,96.0,,Korea
0,Joshua Kimmich,"MF,DF",27.0,3.0,226.0,267.0,84.6,4179.0,1228.0,104.0,110.0,94.5,87.0,94.0,92.6,29.0,50.0,58.0,0,1.1,1.5,-1.1,9.0,26.0,9.0,2.0,22.0,Matches,Germany
1,Manuel Neuer,GK,36.0,3.0,115.0,127.0,90.6,2729.0,1737.0,27.0,27.0,100.0,51.0,53.0,96.2,36.0,46.0,78.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Germany
2,Antonio Rüdiger,DF,29.0,3.0,229.0,252.0,90.9,4005.0,1341.0,84.0,89.0,94.4,132.0,138.0,95.7,10.0,19.0,52.6,0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,17.0,Matches,Germany
3,Niklas Süle,DF,26.0,3.0,231.0,255.0,90.6,3990.0,1348.0,105.0,113.0,92.9,99.0,108.0,91.7,21.0,25.0,84.0,0,0.0,0.1,0.0,0.0,26.0,0.0,0.0,18.0,Matches,Germany
4,Serge Gnabry,"FW,MF",26.0,2.9,86.0,118.0,72.9,1060.0,281.0,56.0,72.0,77.8,21.0,25.0,84.0,3.0,3.0,100.0,1,1.5,0.7,-0.5,6.0,1.0,4.0,3.0,3.0,Matches,Germany
5,Jamal Musiala,"MF,FW",19.0,2.9,85.0,105.0,81.0,1130.0,288.0,49.0,58.0,84.5,27.0,31.0,87.1,3.0,3.0,100.0,1,0.9,0.8,0.1,8.0,2.0,7.0,1.0,9.0,Matches,Germany
6,David Raum,DF,24.0,2.7,153.0,195.0,78.5,2344.0,741.0,85.0,89.0,95.5,41.0,55.0,74.5,15.0,32.0,46.9,1,0.6,0.3,0.4,7.0,9.0,6.0,3.0,13.0,Matches,Germany
7,Thomas Müller,"FW,MF",32.0,2.2,56.0,78.0,71.8,722.0,184.0,35.0,44.0,79.5,14.0,19.0,73.7,2.0,4.0,50.0,0,0.6,0.5,-0.6,8.0,2.0,4.0,1.0,6.0,Matches,Germany
8,İlkay Gündoğan,MF,31.0,2.1,150.0,168.0,89.3,2431.0,659.0,78.0,86.0,90.7,56.0,57.0,98.2,11.0,15.0,73.3,0,0.1,0.3,-0.1,1.0,18.0,4.0,0.0,15.0,Matches,Germany
9,Leon Goretzka,MF,27.0,1.8,42.0,57.0,73.7,552.0,132.0,24.0,28.0,85.7,11.0,15.0,73.3,2.0,4.0,50.0,0,0.0,0.1,0.0,1.0,3.0,0.0,0.0,1.0,Matches,Germany
10,Leroy Sané,"FW,DF",26.0,1.2,47.0,58.0,81.0,647.0,273.0,22.0,28.0,78.6,15.0,16.0,93.8,2.0,3.0,66.7,1,1.8,1.9,-0.8,4.0,6.0,6.0,1.0,9.0,Matches,Germany
11,Kai Havertz,FW,23.0,1.1,27.0,34.0,79.4,388.0,89.0,12.0,14.0,85.7,10.0,10.0,100.0,2.0,2.0,100.0,0,0.2,0.5,-0.2,2.0,2.0,3.0,1.0,4.0,Matches,Germany
12,Nico Schlotterbeck,DF,22.0,1.0,110.0,123.0,89.4,1895.0,548.0,42.0,42.0,100.0,59.0,60.0,98.3,6.0,16.0,37.5,0,0.1,0.1,-0.1,2.0,10.0,2.0,0.0,7.0,Matches,Germany
13,Thilo Kehrer,DF,25.0,0.8,22.0,29.0,75.9,356.0,155.0,12.0,15.0,80.0,7.0,9.0,77.8,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches,Germany
14,Niclas Füllkrug,FW,29.0,0.8,15.0,24.0,62.5,181.0,43.0,7.0,9.0,77.8,4.0,6.0,66.7,1.0,2.0,50.0,1,0.6,0.2,0.4,1.0,1.0,0.0,0.0,1.0,Matches,Germany
15,Lukas Klostermann,DF,26.0,0.7,51.0,52.0,98.1,776.0,274.0,30.0,31.0,96.8,18.0,18.0,100.0,3.0,3.0,100.0,0,0.0,0.1,0.0,0.0,2.0,1.0,0.0,4.0,Matches,Germany
16,Mario Götze,MF,30.0,0.4,21.0,23.0,91.3,240.0,83.0,15.0,15.0,100.0,4.0,4.0,100.0,0.0,0.0,,0,0.1,0.1,-0.1,2.0,1.0,2.0,2.0,1.0,Matches,Germany
17,Jonas Hofmann,FW,29.0,0.3,16.0,20.0,80.0,186.0,44.0,9.0,10.0,90.0,3.0,3.0,100.0,1.0,1.0,100.0,0,0.1,0.0,-0.1,1.0,2.0,0.0,0.0,1.0,Matches,Germany
18,Matthias Ginter,DF,28.0,0.0,3.0,3.0,100.0,52.0,42.0,0.0,0.0,,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Germany
19,Youssoufa Moukoko,FW,17.0,0.0,1.0,2.0,50.0,8.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Germany
20,Squad Total,,27.3,3.0,1686.0,1990.0,84.7,27871.0,9490.0,797.0,881.0,90.5,662.0,725.0,91.3,149.0,230.0,64.8,5,7.5,7.2,-2.5,52.0,126.0,48.0,14.0,132.0,,Germany
21,Opponent Total,,28.1,3.0,1047.0,1340.0,78.1,19301.0,7088.0,433.0,498.0,86.9,481.0,556.0,86.5,107.0,198.0,54.0,2,1.7,1.6,0.3,21.0,53.0,20.0,5.0,61.0,,Germany
0,Pervis Estupiñán,DF,24.0,3.0,148.0,190.0,77.9,2524.0,886.0,74.0,78.0,94.9,52.0,67.0,77.6,18.0,33.0,54.5,0,0.3,0.4,-0.3,5.0,8.0,4.0,3.0,10.0,Matches,Ecuador
1,Hernán Galíndez,GK,35.0,3.0,44.0,74.0,59.5,1275.0,996.0,11.0,11.0,100.0,16.0,16.0,100.0,16.0,46.0,34.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ecuador
2,Piero Hincapié,DF,20.0,3.0,168.0,200.0,84.0,3418.0,947.0,52.0,55.0,94.5,97.0,107.0,90.7,19.0,34.0,55.9,0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,8.0,Matches,Ecuador
3,Félix Torres Caicedo,DF,25.0,3.0,168.0,208.0,80.8,3340.0,1317.0,51.0,58.0,87.9,94.0,103.0,91.3,23.0,42.0,54.8,1,0.4,0.0,0.6,1.0,3.0,0.0,0.0,2.0,Matches,Ecuador
4,Moisés Caicedo,MF,20.0,3.0,126.0,153.0,82.4,1613.0,417.0,83.0,95.0,87.4,36.0,43.0,83.7,1.0,5.0,20.0,0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,7.0,Matches,Ecuador
5,Gonzalo Plata,"MF,FW",21.0,3.0,77.0,104.0,74.0,1138.0,283.0,48.0,51.0,94.1,21.0,30.0,70.0,5.0,17.0,29.4,0,0.2,0.1,-0.2,2.0,3.0,1.0,0.0,2.0,Matches,Ecuador
6,Ángelo Preciado,DF,24.0,2.9,94.0,129.0,72.9,1463.0,532.0,57.0,62.0,91.9,27.0,40.0,67.5,8.0,20.0,40.0,1,0.4,0.2,0.6,4.0,4.0,6.0,5.0,6.0,Matches,Ecuador
7,Enner Valencia,"FW,MF",32.0,2.8,40.0,57.0,70.2,534.0,70.0,25.0,34.0,73.5,14.0,14.0,100.0,0.0,1.0,0.0,0,0.3,0.2,-0.3,3.0,2.0,1.0,1.0,1.0,Matches,Ecuador
8,Michael Estrada,FW,26.0,2.5,28.0,50.0,56.0,480.0,138.0,13.0,22.0,59.1,11.0,16.0,68.8,3.0,4.0,75.0,0,0.0,0.4,0.0,1.0,6.0,2.0,0.0,7.0,Matches,Ecuador
9,Jhegson Méndez,MF,25.0,2.0,128.0,140.0,91.4,2200.0,625.0,60.0,63.0,95.2,55.0,56.0,98.2,11.0,15.0,73.3,0,0.1,0.1,-0.1,2.0,6.0,0.0,0.0,6.0,Matches,Ecuador
10,Jackson Porozo,DF,21.0,1.1,39.0,44.0,88.6,623.0,181.0,17.0,19.0,89.5,16.0,17.0,94.1,5.0,7.0,71.4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Ecuador
11,Romario Ibarra,MF,27.0,0.8,10.0,14.0,71.4,121.0,32.0,7.0,11.0,63.6,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Ecuador
12,Alan Franco,MF,23.0,0.5,10.0,11.0,90.9,114.0,59.0,8.0,8.0,100.0,2.0,2.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,Ecuador
13,Carlos Gruezo,MF,27.0,0.5,15.0,15.0,100.0,311.0,108.0,4.0,4.0,100.0,9.0,9.0,100.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,Ecuador
14,Jeremy Sarmiento,"MF,FW",19.0,0.9,23.0,37.0,62.2,304.0,40.0,14.0,17.0,82.4,6.0,9.0,66.7,1.0,6.0,16.7,0,0.1,0.0,-0.1,2.0,1.0,1.0,1.0,0.0,Matches,Ecuador
15,José Cifuentes,MF,23.0,0.7,33.0,44.0,75.0,447.0,115.0,22.0,24.0,91.7,10.0,13.0,76.9,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Matches,Ecuador
16,Djorkaeff Reasco,FW,23.0,0.3,2.0,2.0,100.0,21.0,9.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Ecuador
17,Kevin Rodríguez,FW,22.0,0.0,,,,,,,,,,,,,,,0,,,,,,,,,Matches,Ecuador
18,Squad Total,,24.9,3.0,1153.0,1473.0,78.3,19926.0,6755.0,548.0,615.0,89.1,468.0,544.0,86.0,112.0,235.0,47.7,2,1.8,1.6,0.2,20.0,60.0,17.0,10.0,52.0,,Ecuador
19,Opponent Total,,27.2,3.0,1022.0,1323.0,77.2,17769.0,6120.0,472.0,546.0,86.4,428.0,503.0,85.1,100.0,202.0,49.5,1,1.0,1.4,0.0,14.0,65.0,9.0,4.0,65.0,,Ecuador
0,Collins Fai,DF,29.0,3.0,99.0,146.0,67.8,1688.0,811.0,53.0,62.0,85.5,34.0,48.0,70.8,9.0,29.0,31.0,0,0.0,0.2,0.0,2.0,14.0,1.0,1.0,6.0,Matches,Cameroon
1,Nouhou Tolo,DF,24.0,3.0,83.0,109.0,76.1,1368.0,510.0,44.0,47.0,93.6,33.0,44.0,75.0,6.0,14.0,42.9,0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,6.0,Matches,Cameroon
2,Andre-Frank Zambo Anguissa,MF,26.0,2.9,113.0,130.0,86.9,1720.0,560.0,63.0,67.0,94.0,45.0,51.0,88.2,3.0,5.0,60.0,1,0.0,0.1,1.0,0.0,14.0,1.0,0.0,8.0,Matches,Cameroon
3,Eric Maxim Choupo-Moting,"FW,MF",33.0,2.8,44.0,66.0,66.7,629.0,135.0,32.0,41.0,78.0,8.0,14.0,57.1,2.0,4.0,50.0,0,0.0,0.1,0.0,2.0,5.0,1.0,0.0,5.0,Matches,Cameroon
4,Bryan Mbeumo,"FW,MF",22.0,2.6,49.0,85.0,57.6,742.0,230.0,36.0,47.0,76.6,10.0,21.0,47.6,3.0,11.0,27.3,0,0.3,0.2,-0.3,5.0,4.0,2.0,0.0,4.0,Matches,Cameroon
5,Jean-Charles Castelletto,DF,27.0,2.0,66.0,82.0,80.5,1208.0,459.0,34.0,38.0,89.5,23.0,28.0,82.1,9.0,16.0,56.3,1,0.3,0.2,0.7,1.0,6.0,1.0,0.0,6.0,Matches,Cameroon
6,Devis Epassy,GK,29.0,2.0,57.0,83.0,68.7,2043.0,1646.0,5.0,5.0,100.0,24.0,24.0,100.0,28.0,54.0,51.9,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Matches,Cameroon
7,Nicolas Nkoulou,DF,32.0,2.0,79.0,91.0,86.8,1510.0,572.0,30.0,31.0,96.8,39.0,43.0,90.7,9.0,15.0,60.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,Matches,Cameroon
8,Karl Toko Ekambi,"FW,MF",29.0,1.8,43.0,53.0,81.1,784.0,115.0,23.0,27.0,85.2,13.0,13.0,100.0,7.0,10.0,70.0,0,0.3,0.4,-0.3,3.0,3.0,0.0,0.0,0.0,Matches,Cameroon
9,Pierre Kunde,MF,26.0,1.5,38.0,49.0,77.6,751.0,264.0,17.0,20.0,85.0,12.0,14.0,85.7,7.0,11.0,63.6,0,0.1,0.2,-0.1,1.0,8.0,1.0,0.0,4.0,Matches,Cameroon
10,Martin Hongla,MF,24.0,1.3,49.0,61.0,80.3,839.0,266.0,24.0,28.0,85.7,20.0,24.0,83.3,4.0,6.0,66.7,0,0.1,0.1,-0.1,2.0,7.0,1.0,0.0,3.0,Matches,Cameroon
11,Vincent Aboubakar,FW,30.0,1.6,20.0,31.0,64.5,343.0,53.0,9.0,13.0,69.2,7.0,13.0,53.8,3.0,3.0,100.0,1,0.6,0.3,0.4,2.0,2.0,0.0,0.0,2.0,Matches,Cameroon
12,Samuel Oum Gouet,MF,24.0,1.1,52.0,59.0,88.1,884.0,306.0,23.0,23.0,100.0,20.0,22.0,90.9,6.0,11.0,54.5,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,Matches,Cameroon
13,Moumi Ngamaleu,"FW,MF",27.0,1.1,21.0,25.0,84.0,286.0,91.0,14.0,15.0,93.3,7.0,9.0,77.8,0.0,0.0,,0,0.2,0.1,-0.2,1.0,3.0,0.0,0.0,2.0,Matches,Cameroon
14,Enzo Ebosse,DF,23.0,1.0,34.0,38.0,89.5,780.0,283.0,7.0,7.0,100.0,18.0,20.0,90.0,8.0,9.0,88.9,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Matches,Cameroon
15,Christopher Wooh,DF,20.0,1.0,25.0,31.0,80.6,522.0,119.0,6.0,7.0,85.7,16.0,16.0,100.0,3.0,8.0,37.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches,Cameroon
16,André Onana,GK,26.0,0.9,45.0,59.0,76.3,998.0,623.0,14.0,14.0,100.0,22.0,22.0,100.0,9.0,23.0,39.1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches,Cameroon
17,Gaël Ondoua,MF,26.0,0.5,17.0,19.0,89.5,301.0,103.0,7.0,9.0,77.8,6.0,6.0,100.0,3.0,3.0,100.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,Matches,Cameroon
18,Georges-Kévin N'Koudou,"FW,MF",27.0,0.3,9.0,12.0,75.0,165.0,28.0,5.0,5.0,100.0,3.0,4.0,75.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches,Cameroon
19,Olivier Ntcham,MF,26.0,0.3,11.0,12.0,91.7,169.0,63.0,7.0,7.0,100.0,4.0,4.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,Matches,Cameroon
20,Christian Bassogog,MF,26.0,0.3,5.0,9.0,55.6,67.0,3.0,2.0,3.0,66.7,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cameroon
21,Jerome Ngom Mbekeli,MF,23.0,0.1,1.0,2.0,50.0,34.0,28.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,100.0,0,0.1,0.1,-0.1,1.0,0.0,1.0,1.0,0.0,Matches,Cameroon
22,Squad Total,,27.2,3.0,960.0,1252.0,76.7,17831.0,7268.0,455.0,516.0,88.2,367.0,444.0,82.7,121.0,234.0,51.7,4,2.0,2.2,2.0,21.0,90.0,11.0,3.0,62.0,,Cameroon
23,Opponent Total,,27.1,3.0,1399.0,1708.0,81.9,23441.0,8549.0,637.0,721.0,88.3,616.0,722.0,85.3,107.0,189.0,56.6,4,4.7,5.5,-0.7,34.0,101.0,28.0,6.0,109.0,,Cameroon
