,Player,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,
16,Daniel Kyereh,"MF,DF",26.0,0.4,0,0,0,0,0,0,5,0,2,0.0,0.0,0,3.0,0.0,1.0,0.0,Matches,Ghana
17,Antoine Semenyo,"FW,MF",22.0,0.2,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0.0,1.0,4.0,20.0,Matches,Ghana
18,Denis Odoi,DF,34.0,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,4.0,0.0,Matches,Ghana
19,Abdul Fatawu Issahaku,FW,18.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches,Ghana
20,Squad Total,,25.5,3.0,8,0,0,46,38,4,49,19,34,1.0,1.0,0,146.0,36.0,62.0,36.7,,Ghana
21,Opponent Total,,27.4,3.0,9,1,0,38,44,4,77,17,34,1.0,1.0,0,151.0,62.0,36.0,63.3,,Ghana
0,Saud Abdulhamid,"DF,MF",22.0,3.0,1,0,0,7,5,0,9,2,2,0.0,1.0,0,14.0,4.0,6.0,40.0,Matches,Saudi
1,Salem Al-Dawsari,MF,30.0,3.0,1,0,0,3,3,0,3,1,4,0.0,0.0,0,16.0,1.0,1.0,50.0,Matches,Saudi
2,Mohamed Kanno,"MF,FW",27.0,3.0,0,0,0,8,3,1,0,2,2,0.0,0.0,0,19.0,8.0,9.0,47.1,Matches,Saudi
3,Mohammed Al-Owais,GK,30.0,3.0,1,0,0,0,3,0,0,0,0,0.0,0.0,0,5.0,2.0,0.0,100.0,Matches,Saudi
4,Firas Al-Buraikan,"MF,FW",22.0,3.0,0,0,0,2,3,1,2,2,3,0.0,0.0,0,7.0,5.0,7.0,41.7,Matches,Saudi
5,Saleh Al-Shehri,FW,28.0,2.5,1,0,0,6,5,0,1,0,1,1.0,0.0,0,7.0,6.0,7.0,46.2,Matches,Saudi
6,Ali Al-Bulaihi,DF,32.0,2.4,1,0,0,1,1,0,0,3,2,0.0,0.0,0,5.0,3.0,3.0,50.0,Matches,Saudi
7,Abdulelah Al-Amri,DF,25.0,2.0,2,0,0,3,3,0,1,4,0,0.0,0.0,0,15.0,10.0,4.0,71.4,Matches,Saudi
8,Hassan Al Tambakti,DF,23.0,2.0,1,0,0,2,5,0,0,3,2,0.0,0.0,0,9.0,1.0,1.0,50.0,Matches,Saudi
9,Abdulellah Al-Malki,MF,27.0,1.9,2,0,0,8,4,0,1,2,1,0.0,0.0,0,9.0,0.0,1.0,0.0,Matches,Saudi
10,Sultan Al-Ghanam,"DF,MF",28.0,1.4,0,0,0,2,0,1,7,2,0,0.0,0.0,0,4.0,0.0,0.0,,Matches,Saudi
11,Yasser Al-Shahrani,DF,30.0,1.0,0,0,0,1,0,0,1,6,1,0.0,0.0,0,5.0,0.0,0.0,,Matches,Saudi
12,Mohammed Al-Breik,DF,29.0,0.7,0,0,0,0,1,0,2,1,0,0.0,0.0,0,3.0,1.0,4.0,20.0,Matches,Saudi
13,Ali Al Hassan,MF,25.0,0.5,1,0,0,2,0,0,1,0,1,0.0,0.0,0,1.0,0.0,0.0,,Matches,Saudi
14,Sami Al-Najei,MF,25.0,0.5,0,0,0,0,0,0,5,0,0,0.0,0.0,0,2.0,0.0,1.0,0.0,Matches,Saudi
15,Salman Al-Faraj,MF,32.0,0.5,0,0,0,0,0,0,1,0,0,0.0,0.0,0,1.0,0.0,0.0,,Matches,Saudi
16,Nawaf Al Abed,MF,32.0,1.0,1,0,0,2,2,0,2,1,0,0.0,0.0,0,2.0,0.0,1.0,0.0,Matches,Saudi
17,Riyadh Sharahili,MF,29.0,0.6,0,0,0,4,0,0,0,2,0,0.0,0.0,0,3.0,1.0,1.0,50.0,Matches,Saudi
18,Abdullah Madu,"DF,MF",28.0,0.5,1,0,0,1,0,0,0,0,0,0.0,0.0,0,2.0,1.0,1.0,50.0,Matches,Saudi
19,Abdulrahman Al-Aboud,"MF,DF",27.0,0.4,0,0,0,0,0,0,2,0,3,0.0,0.0,0,1.0,1.0,1.0,50.0,Matches,Saudi
20,Nasser Al-Dawsari,FW,23.0,0.1,0,0,0,1,0,0,1,0,1,0.0,0.0,0,1.0,0.0,0.0,,Matches,Saudi
21,Hattan Bahebri,MF,29.0,0.0,1,0,0,2,0,0,0,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0,Matches,Saudi
22,Asiri Haitham,FW,21.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,Matches,Saudi
23,Squad Total,,27.3,3.0,14,0,0,56,38,3,39,31,23,1.0,1.0,0,132.0,45.0,49.0,47.9,,Saudi
24,Opponent Total,,28.2,3.0,4,0,0,43,55,16,70,25,20,1.0,1.0,0,130.0,49.0,45.0,52.1,,Saudi
0,Majid Hosseini,DF,25.0,3.0,1,0,0,4,1,1,0,6,4,0.0,0.0,0,22.0,6.0,4.0,60.0,Matches,IR
1,Morteza Pouraliganji,DF,30.0,3.0,1,0,0,5,1,0,2,6,2,1.0,0.0,0,16.0,9.0,6.0,60.0,Matches,IR
2,Mehdi Taremi,FW,29.0,3.0,0,0,0,5,4,1,0,2,3,0.0,0.0,0,13.0,5.0,7.0,41.7,Matches,IR
3,Ehsan Hajsafi,"MF,DF",32.0,2.6,0,0,0,1,3,0,11,2,3,0.0,0.0,0,10.0,2.0,0.0,100.0,Matches,IR
4,Ahmad Nourollahi,MF,29.0,2.5,0,0,0,2,0,0,3,6,3,0.0,0.0,0,15.0,1.0,0.0,100.0,Matches,IR
5,Milad Mohammadi,DF,28.0,2.2,0,0,0,2,1,0,2,1,3,0.0,0.0,0,11.0,3.0,3.0,50.0,Matches,IR
6,Saeid Ezatolahi,MF,25.0,2.4,0,0,0,2,5,0,4,2,1,0.0,0.0,0,17.0,6.0,4.0,60.0,Matches,IR
7,Ali Gholizadeh,"MF,FW",26.0,2.2,0,0,0,3,1,2,4,3,0,0.0,0.0,0,21.0,0.0,1.0,0.0,Matches,IR
8,Ramin Rezaeian,DF,32.0,2.0,1,0,0,2,3,0,11,3,5,0.0,0.0,0,22.0,1.0,6.0,14.3,Matches,IR
9,Sardar Azmoun,FW,27.0,1.4,0,0,0,1,1,1,0,0,0,0.0,0.0,0,3.0,4.0,5.0,44.4,Matches,IR
10,Alireza Beiranvand,GK,29.0,1.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches,IR
11,Hossein Hosseini,GK,29.0,1.8,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,1.0,50.0,Matches,IR
12,Ali Karimi,MF,28.0,1.1,0,0,0,4,1,0,2,3,3,0.0,0.0,0,6.0,3.0,2.0,60.0,Matches,IR
13,Sadegh Moharrami,DF,26.0,1.0,0,0,0,2,0,0,3,1,1,0.0,0.0,0,6.0,1.0,2.0,33.3,Matches,IR
14,Alireza Jahanbakhsh,MF,28.0,0.7,2,0,0,2,0,0,1,1,1,0.0,0.0,0,1.0,0.0,3.0,0.0,Matches,IR
15,Roozbeh Cheshmi,"DF,MF",28.0,0.6,0,0,0,1,0,0,0,2,0,0.0,0.0,0,4.0,1.0,2.0,33.3,Matches,IR
16,Mehdi Torabi,MF,27.0,0.7,0,0,0,0,0,0,1,2,0,0.0,0.0,0,6.0,0.0,1.0,0.0,Matches,IR
17,Saman Ghoddos,MF,28.0,0.5,0,0,0,1,0,0,2,0,0,0.0,0.0,0,1.0,0.0,1.0,0.0,Matches,IR
18,Hossein Kanaanizadegan,DF,28.0,0.5,1,0,0,0,1,0,0,1,0,0.0,0.0,0,1.0,0.0,0.0,,Matches,IR
19,Karim Ansarifard,"FW,MF",32.0,0.4,0,0,0,0,0,1,0,1,0,0.0,0.0,0,0.0,0.0,1.0,0.0,Matches,IR
20,Abolfazl Jalali,DF,23.0,0.2,1,0,0,1,4,0,2,0,0,0.0,0.0,0,3.0,0.0,0.0,,Matches,IR
21,Squad Total,,28.5,3.0,7,0,0,38,26,6,48,42,29,1.0,0.0,0,178.0,43.0,49.0,46.7,,IR
22,Opponent Total,,25.7,3.0,2,1,0,28,34,5,61,18,25,0.0,1.0,0,175.0,49.0,43.0,53.3,,IR
0,Óscar Duarte,DF,33.0,3.0,1,0,0,1,0,0,0,6,2,0.0,1.0,0,9.0,2.0,3.0,40.0,Matches,Costa
1,Keylor Navas,GK,35.0,3.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,,Matches,Costa
2,Joel Campbell,"FW,MF",29.0,3.0,1,0,0,3,11,3,7,0,5,0.0,0.0,0,14.0,5.0,6.0,45.5,Matches,Costa
3,Yeltsin Tejeda,MF,30.0,3.0,0,0,0,0,2,0,0,1,2,0.0,0.0,0,14.0,4.0,2.0,66.7,Matches,Costa
4,Bryan Oviedo,DF,32.0,2.9,0,0,0,2,4,1,2,3,5,0.0,0.0,0,14.0,2.0,0.0,100.0,Matches,Costa
5,Keysher Fuller,"DF,MF",27.0,2.8,0,0,0,2,4,2,2,3,4,0.0,0.0,0,11.0,0.0,1.0,0.0,Matches,Costa
6,Celso Borges,MF,34.0,2.8,1,0,0,2,0,0,2,4,1,0.0,0.0,0,17.0,6.0,0.0,100.0,Matches,Costa
7,Kendall Waston,DF,34.0,2.5,0,0,0,1,0,0,0,5,4,0.0,0.0,0,10.0,4.0,3.0,57.1,Matches,Costa
8,Francisco Calvo,DF,29.0,2.0,2,0,0,6,0,1,0,2,4,0.0,0.0,0,12.0,2.0,1.0,66.7,Matches,Costa
9,Anthony Contreras,"FW,MF",22.0,1.4,1,0,0,1,1,0,1,1,2,0.0,0.0,0,4.0,5.0,6.0,45.5,Matches,Costa
10,Jewison Bennette,MF,17.0,1.1,0,0,0,0,2,2,2,0,0,0.0,0.0,0,4.0,0.0,2.0,0.0,Matches,Costa
11,Brandon Aguilera,MF,18.0,1.0,0,0,0,2,2,1,1,1,0,0.0,0.0,0,8.0,2.0,1.0,66.7,Matches,Costa
12,Juan Pablo Vargas,DF,27.0,1.0,0,0,0,0,0,0,0,2,3,0.0,0.0,0,5.0,1.0,0.0,100.0,Matches,Costa
13,Johan Venegas,"FW,MF",33.0,0.8,0,0,0,1,1,2,1,0,0,0.0,0.0,0,1.0,0.0,2.0,0.0,Matches,Costa
14,Gerson Torres,MF,24.0,0.7,0,0,0,1,8,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,,Matches,Costa
15,Carlos Martínez,DF,23.0,0.5,0,0,0,1,0,0,0,1,1,0.0,0.0,0,3.0,1.0,0.0,100.0,Matches,Costa
16,Youstin Salas,"DF,MF",25.0,0.5,0,0,0,0,0,0,0,0,1,0.0,0.0,0,5.0,1.0,0.0,100.0,Matches,Costa
17,Bryan Ruiz,MF,36.0,0.3,0,0,0,0,1,0,0,0,1,0.0,0.0,0,1.0,2.0,2.0,50.0,Matches,Costa
18,Álvaro Zamora,MF,20.0,0.3,0,0,0,0,0,1,0,1,0,0.0,0.0,0,1.0,0.0,1.0,0.0,Matches,Costa
19,Rónald Matarrita,"DF,MF",27.0,0.3,0,0,0,1,1,0,3,0,0,0.0,0.0,0,4.0,0.0,0.0,,Matches,Costa
20,Daniel Chacón,MF,21.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0,Matches,Costa
21,Roan Wilson,MF,20.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,Matches,Costa
22,Squad Total,,29.7,3.0,6,0,0,24,37,13,21,31,35,0.0,1.0,0,142.0,38.0,30.0,55.9,,Costa
23,Opponent Total,,26.9,3.0,3,0,0,39,23,6,61,13,18,1.0,0.0,0,164.0,30.0,38.0,44.1,,Costa
0,Joachim Andersen,DF,26.0,3.0,0,0,0,3,4,0,1,0,2,0.0,0.0,0,15.0,10.0,8.0,55.6,Matches,Denmark
1,Andreas Christensen,DF,26.0,3.0,1,0,0,2,1,1,0,4,2,0.0,0.0,0,20.0,6.0,4.0,60.0,Matches,Denmark
2,Christian Eriksen,MF,30.0,3.0,0,0,0,2,1,0,30,0,0,0.0,0.0,0,30.0,0.0,4.0,0.0,Matches,Denmark
3,Pierre Højbjerg,MF,26.0,3.0,0,0,0,0,1,0,1,3,2,0.0,0.0,0,26.0,1.0,0.0,100.0,Matches,Denmark
4,Kasper Schmeichel,GK,35.0,3.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5.0,2.0,0.0,100.0,Matches,Denmark
5,Joakim Mæhle,DF,25.0,2.8,0,0,0,1,4,0,4,2,5,0.0,0.0,0,10.0,1.0,9.0,10.0,Matches,Denmark
6,Rasmus Nissen,DF,24.0,2.5,1,0,0,2,1,0,7,1,7,0.0,0.0,0,15.0,3.0,1.0,75.0,Matches,Denmark
7,Jesper Lindstrøm,"MF,FW",22.0,2.2,0,0,0,4,2,0,3,1,1,0.0,0.0,0,8.0,1.0,1.0,50.0,Matches,Denmark
8,Andreas Skov Olsen,"FW,MF",22.0,1.5,0,0,0,2,1,0,4,1,0,0.0,0.0,0,3.0,1.0,2.0,33.3,Matches,Denmark
9,Mikkel Damsgaard,"MF,FW",21.0,1.7,0,0,0,2,1,1,3,2,2,0.0,0.0,0,10.0,0.0,1.0,0.0,Matches,Denmark
10,Kasper Dolberg,FW,24.0,1.3,0,0,0,2,2,1,1,0,1,0.0,0.0,0,3.0,0.0,1.0,0.0,Matches,Denmark
11,Martin Braithwaite,"FW,MF",31.0,1.1,0,0,0,0,0,2,0,0,0,0.0,0.0,0,1.0,1.0,3.0,25.0,Matches,Denmark
12,Andreas Cornelius,FW,29.0,1.0,1,0,0,4,2,0,1,0,0,0.0,0.0,0,2.0,11.0,8.0,57.9,Matches,Denmark
13,Victor Nelsson,DF,23.0,1.0,0,0,0,0,2,0,0,2,0,0.0,0.0,0,3.0,4.0,3.0,57.1,Matches,Denmark
14,Mathias Jensen,MF,26.0,0.9,1,0,0,2,1,0,2,0,0,0.0,0.0,0,5.0,1.0,0.0,100.0,Matches,Denmark
15,Simon Kjær,DF,33.0,0.7,0,0,0,0,0,0,0,5,0,0.0,0.0,0,6.0,3.0,1.0,75.0,Matches,Denmark
16,Thomas Delaney,MF,30.0,0.5,0,0,0,0,0,0,1,0,1,0.0,0.0,0,2.0,2.0,1.0,66.7,Matches,Denmark
17,Alexander Bah,DF,24.0,0.5,0,0,0,1,0,0,4,2,4,0.0,0.0,0,3.0,4.0,0.0,100.0,Matches,Denmark
18,Robert Skov,DF,26.0,0.2,1,0,0,1,0,0,5,0,0,0.0,0.0,0,2.0,0.0,1.0,0.0,Matches,Denmark
19,Christian Nørgaard,MF,28.0,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,,Matches,Denmark
20,Squad Total,,26.6,3.0,5,0,0,28,23,5,67,23,27,0.0,0.0,0,171.0,51.0,48.0,51.5,,Denmark
21,Opponent Total,,27.1,3.0,4,0,0,25,27,3,44,30,35,0.0,0.0,0,145.0,48.0,51.0,48.5,,Denmark
0,Nikola Milenković,DF,24.0,3.0,2,0,0,8,2,0,1,6,5,0.0,0.0,0,18.0,6.0,2.0,75.0,Matches,Serbia
1,Vanja Milinković-Savić,GK,25.0,3.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,5.0,1.0,0.0,100.0,Matches,Serbia
2,Aleksandar Mitrović,FW,27.0,2.9,1,0,0,3,1,1,1,0,0,0.0,0.0,0,6.0,5.0,12.0,29.4,Matches,Serbia
3,Dušan Tadić,"MF,FW",33.0,2.9,0,0,0,7,4,1,17,1,2,0.0,0.0,0,10.0,0.0,0.0,,Matches,Serbia
4,Saša Lukić,MF,25.0,2.7,2,0,0,7,1,0,1,1,0,0.0,0.0,0,19.0,3.0,3.0,50.0,Matches,Serbia
5,Strahinja Pavlović,DF,21.0,2.6,2,0,0,6,4,0,1,1,2,0.0,0.0,0,18.0,12.0,2.0,85.7,Matches,Serbia
6,Sergej Milinković-Savić,MF,27.0,2.6,1,0,0,2,4,0,1,2,1,0.0,0.0,0,18.0,3.0,3.0,50.0,Matches,Serbia
7,Miloš Veljković,DF,26.0,2.5,0,0,0,1,0,0,0,0,1,0.0,0.0,0,12.0,2.0,1.0,66.7,Matches,Serbia
8,Andrija Živković,DF,25.0,2.3,0,0,0,2,4,0,8,3,3,0.0,0.0,0,11.0,2.0,2.0,50.0,Matches,Serbia
9,Filip Kostić,DF,29.0,2.0,0,0,0,3,1,2,16,0,3,0.0,0.0,0,12.0,0.0,0.0,,Matches,Serbia
10,Nemanja Maksimović,MF,27.0,1.4,0,0,0,0,1,0,2,3,2,0.0,0.0,0,6.0,0.0,3.0,0.0,Matches,Serbia
11,Nemanja Gudelj,"MF,DF",30.0,1.0,2,0,0,3,0,0,0,2,2,0.0,0.0,0,6.0,1.0,1.0,50.0,Matches,Serbia
12,Dušan Vlahović,FW,22.0,0.9,0,0,0,0,2,0,0,0,0,0.0,0.0,0,3.0,2.0,2.0,50.0,Matches,Serbia
13,Filip Mladenović,DF,30.0,0.7,0,0,0,0,0,0,1,0,0,0.0,0.0,0,4.0,1.0,0.0,100.0,Matches,Serbia
14,Nemanja Radonjić,"DF,FW",26.0,0.7,0,0,0,0,2,0,6,0,0,0.0,0.0,0,6.0,0.0,1.0,0.0,Matches,Serbia
15,Luka Jović,FW,24.0,0.4,1,0,0,1,0,0,0,1,0,0.0,0.0,0,0.0,1.0,3.0,25.0,Matches,Serbia
16,Stefan Mitrović,DF,32.0,0.4,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,2.0,0.0,Matches,Serbia
17,Ivan Ilić,MF,21.0,0.4,0,0,0,0,0,0,0,1,0,0.0,0.0,0,3.0,1.0,0.0,100.0,Matches,Serbia
18,Darko Lazović,DF,31.0,0.3,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches,Serbia
19,Filip Đuričić,"MF,FW",30.0,0.2,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0.0,2.0,1.0,66.7,Matches,Serbia
20,Srđan Babić,DF,26.0,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,Matches,Serbia
21,Marko Grujić,MF,26.0,0.1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,2.0,1.0,0.0,100.0,Matches,Serbia
22,Squad Total,,26.5,3.0,12,0,0,43,28,4,56,22,22,0.0,0.0,0,161.0,43.0,38.0,53.1,,Serbia
23,Opponent Total,,27.8,3.0,6,0,0,29,42,1,44,33,17,0.0,0.0,0,151.0,38.0,43.0,46.9,,Serbia
0,Chris Mepham,DF,24.0,3.0,1,0,0,7,1,1,0,1,6,0.0,0.0,0,8.0,7.0,2.0,77.8,Matches,Wales
1,Joe Rodon,DF,24.0,3.0,1,0,0,3,0,0,0,4,2,0.0,0.0,0,10.0,5.0,6.0,45.5,Matches,Wales
2,Aaron Ramsey,MF,31.0,3.0,1,0,0,3,3,0,5,0,0,0.0,0.0,0,19.0,0.0,2.0,0.0,Matches,Wales
3,Ethan Ampadu,"MF,DF",21.0,2.8,0,0,0,5,3,0,2,4,3,0.0,0.0,0,16.0,3.0,5.0,37.5,Matches,Wales
4,Ben Davies,DF,29.0,2.6,0,0,0,1,3,0,0,1,2,0.0,0.0,0,20.0,7.0,4.0,63.6,Matches,Wales
5,Gareth Bale,FW,32.0,2.5,1,0,0,2,5,2,2,1,1,1.0,0.0,0,9.0,4.0,7.0,36.4,Matches,Wales
6,Neco Williams,DF,21.0,2.3,0,0,0,3,5,0,5,4,3,0.0,0.0,0,16.0,2.0,1.0,66.7,Matches,Wales
7,Kieffer Moore,FW,29.0,2.5,0,0,0,5,4,1,0,2,0,0.0,0.0,0,7.0,11.0,6.0,64.7,Matches,Wales
8,Connor Roberts,DF,26.0,2.2,0,0,0,0,1,0,7,1,3,0.0,0.0,0,8.0,1.0,1.0,50.0,Matches,Wales
9,Wayne Hennessey,GK,35.0,1.9,0,1,0,1,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0,Matches,Wales
10,Harry Wilson,"MF,FW",25.0,1.8,0,0,0,1,2,0,9,1,2,0.0,0.0,0,10.0,1.0,2.0,33.3,Matches,Wales
11,Daniel James,"FW,MF",24.0,1.7,1,0,0,1,2,0,4,0,1,0.0,0.0,0,4.0,0.0,1.0,0.0,Matches,Wales
12,Joe Allen,MF,32.0,1.0,0,0,0,0,2,0,0,1,1,0.0,0.0,0,9.0,0.0,1.0,0.0,Matches,Wales
13,Danny Ward,GK,28.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,,Matches,Wales
14,Brennan Johnson,"FW,MF",21.0,1.0,0,0,0,2,1,0,1,0,0,0.0,0.0,0,3.0,0.0,2.0,0.0,Matches,Wales
15,Joe Morrell,MF,25.0,0.4,0,0,0,1,1,0,0,1,2,0.0,0.0,0,4.0,0.0,1.0,0.0,Matches,Wales
16,Rubin Colwill,MF,20.0,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,Matches,Wales
17,Sorba Thomas,MF,22.0,0.0,0,0,0,0,0,0,1,0,1,0.0,0.0,0,1.0,0.0,0.0,,Matches,Wales
18,Squad Total,,26.8,3.0,5,1,0,35,33,4,36,21,27,1.0,0.0,0,147.0,42.0,41.0,50.6,,Wales
19,Opponent Total,,26.6,3.0,6,0,0,34,33,4,68,25,25,0.0,1.0,0,161.0,41.0,42.0,49.4,,Wales
0,Milan Borjan,GK,34.0,3.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,,Matches,Canada
1,Alphonso Davies,"MF,DF",21.0,3.0,1,0,0,4,4,1,10,3,1,0.0,0.0,0,14.0,3.0,2.0,60.0,Matches,Canada
2,Alistair Johnston,DF,23.0,3.0,1,0,0,5,3,0,8,2,3,0.0,0.0,0,16.0,4.0,2.0,66.7,Matches,Canada
3,Kamal Miller,DF,25.0,3.0,1,0,0,0,3,0,0,4,4,0.0,0.0,0,14.0,7.0,5.0,58.3,Matches,Canada
4,Steven Vitória,DF,35.0,3.0,1,0,0,6,5,0,0,0,3,0.0,0.0,0,18.0,4.0,2.0,66.7,Matches,Canada
5,Tajon Buchanan,"MF,DF",23.0,2.9,1,0,0,6,6,2,8,3,1,0.0,0.0,0,14.0,1.0,2.0,33.3,Matches,Canada
6,Jonathan David,"FW,MF",22.0,2.1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,5.0,1.0,2.0,33.3,Matches,Canada
7,Junior Hoilett,"FW,MF",32.0,1.8,1,0,0,1,5,1,13,1,4,0.0,0.0,0,8.0,0.0,0.0,,Matches,Canada
8,Richie Laryea,"DF,MF",27.0,1.8,0,0,0,1,2,2,1,0,1,0.0,0.0,0,11.0,0.0,1.0,0.0,Matches,Canada
9,Atiba Hutchinson,MF,39.0,1.8,0,0,0,2,2,0,0,1,1,0.0,0.0,0,10.0,5.0,0.0,100.0,Matches,Canada
10,Cyle Larin,FW,27.0,1.5,0,0,0,2,0,2,3,0,0,0.0,0.0,0,4.0,2.0,1.0,66.7,Matches,Canada
11,Stephen Eustáquio,MF,25.0,1.4,0,0,0,1,1,0,1,2,2,0.0,0.0,0,10.0,1.0,1.0,50.0,Matches,Canada
12,Jonathan Osorio,"MF,FW",30.0,1.3,1,0,0,1,2,0,0,1,1,0.0,0.0,0,5.0,0.0,1.0,0.0,Matches,Canada
13,Sam Adekugbe,DF,27.0,1.1,1,0,0,1,0,0,5,1,0,0.0,0.0,0,3.0,2.0,0.0,100.0,Matches,Canada
14,Mark-Anthony Kaye,MF,27.0,0.7,0,0,0,1,1,0,0,0,1,0.0,0.0,0,4.0,0.0,1.0,0.0,Matches,Canada
15,Ismaël Koné,"MF,DF",20.0,1.2,0,0,0,0,1,0,1,0,0,0.0,0.0,0,3.0,0.0,0.0,,Matches,Canada
16,Lucas Cavallini,FW,29.0,0.2,0,0,0,1,0,0,1,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,Matches,Canada
17,David Wotherspoon,MF,32.0,0.2,0,0,0,0,1,0,1,0,0,0.0,0.0,0,3.0,0.0,0.0,,Matches,Canada
18,Liam Millar,DF,22.0,0.1,0,0,0,1,0,0,2,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches,Canada
19,Squad Total,,27.3,3.0,8,0,0,33,37,8,54,18,23,0.0,0.0,0,145.0,30.0,21.0,58.8,,Canada
20,Opponent Total,,28.1,3.0,5,0,0,38,33,5,36,25,39,0.0,1.0,1,159.0,21.0,30.0,41.2,,Canada
0,Akram Afif,FW,25.0,3.0,1,0,0,2,6,1,13,0,0,0.0,0.0,0,14.0,1.0,1.0,50.0,Matches,Qatar
1,Abdelkarim Hassan,DF,28.0,3.0,0,0,0,1,4,1,6,1,3,0.0,0.0,0,11.0,3.0,1.0,75.0,Matches,Qatar
2,Boualem Khoukhi,DF,31.0,3.0,0,0,0,1,5,0,0,3,2,0.0,0.0,0,16.0,6.0,7.0,46.2,Matches,Qatar
3,Homam Ahmed,DF,22.0,2.9,1,0,0,5,8,0,5,2,2,0.0,0.0,0,14.0,5.0,2.0,71.4,Matches,Qatar
4,Ró-Ró,DF,31.0,2.9,0,0,0,4,5,0,3,8,4,0.0,0.0,0,14.0,3.0,2.0,60.0,Matches,Qatar
5,Almoez Ali,FW,25.0,2.5,1,0,0,2,2,3,0,1,0,0.0,0.0,0,6.0,2.0,9.0,18.2,Matches,Qatar
6,Hassan Al-Haydos,MF,31.0,2.3,0,0,0,4,0,1,4,2,1,0.0,0.0,0,12.0,0.0,2.0,0.0,Matches,Qatar
7,Abdulaziz Hatem,MF,31.0,2.2,0,0,0,4,1,0,1,1,1,0.0,0.0,0,4.0,1.0,2.0,33.3,Matches,Qatar
8,Karim Boudiaf,MF,31.0,2.1,1,0,0,2,1,0,0,0,1,0.0,0.0,0,12.0,6.0,7.0,46.2,Matches,Qatar
9,Meshaal Barsham,GK,24.0,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,1.0,0.0,Matches,Qatar
10,Ismail Mohamad,FW,32.0,1.9,1,0,0,1,6,1,8,2,2,,,0,,,,,Matches,Qatar
11,Assim Madibo,MF,25.0,1.7,1,0,0,1,1,0,0,2,3,0.0,0.0,0,15.0,1.0,0.0,100.0,Matches,Qatar
12,Bassam Al-Rawi,DF,24.0,1.0,0,0,0,1,2,0,0,0,0,0.0,0.0,0,3.0,1.0,0.0,100.0,Matches,Qatar
13,Saad Al Sheeb,GK,32.0,1.0,1,0,0,1,1,0,0,0,0,0.0,1.0,0,3.0,1.0,0.0,100.0,Matches,Qatar
14,Mohammed Muntari,"FW,MF",28.0,0.7,0,0,0,1,2,0,0,0,2,0.0,0.0,0,4.0,3.0,1.0,75.0,Matches,Qatar
15,Mohammed Waad,"MF,DF",22.0,0.3,0,0,0,1,0,0,1,1,0,0.0,0.0,0,1.0,0.0,0.0,,Matches,Qatar
16,Ali Assadalla,MF,29.0,0.3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,Matches,Qatar
17,Tarek Salman,DF,24.0,0.1,0,0,0,0,0,0,1,1,0,0.0,0.0,0,1.0,0.0,0.0,,Matches,Qatar
18,Ahmed Alaaeldin,FW,29.0,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches,Qatar
19,Musab Kheder,DF,28.0,0.1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,,Matches,Qatar
20,Squad Total,,28.2,3.0,7,0,0,31,45,7,42,24,22,0.0,1.0,0,138.0,36.0,38.0,48.6,,Qatar
